signup_cohort,acquisition_channel,months_since_signup,retention_pct,n_customers
2023-10,Self-Serve Promo,0,1.0,3
2023-11,Self-Serve Promo,0,1.0,1
2024-01,Self-Serve Promo,0,1.0,3
2024-03,Self-Serve Promo,0,1.0,2
2024-04,Self-Serve Promo,0,1.0,4
2024-05,Self-Serve Promo,0,1.0,3
2024-06,Self-Serve Promo,0,1.0,1
2024-07,Self-Serve Promo,0,1.0,20
2024-08,Self-Serve Promo,0,1.0,22
2024-09,Self-Serve Promo,0,1.0,21
2024-10,Self-Serve Promo,0,1.0,4
2024-12,Self-Serve Promo,0,1.0,2
2025-01,Self-Serve Promo,0,1.0,2
2025-02,Self-Serve Promo,0,1.0,3
2025-03,Self-Serve Promo,0,1.0,2
2025-05,Self-Serve Promo,0,1.0,3
2025-06,Self-Serve Promo,0,1.0,1
2025-07,Self-Serve Promo,0,1.0,1
2025-08,Self-Serve Promo,0,1.0,3
2025-10,Self-Serve Promo,0,1.0,3
2025-11,Self-Serve Promo,0,1.0,1
2025-12,Self-Serve Promo,0,1.0,1
2023-01,Self-Serve Promo,1,1.0,1
2023-02,Self-Serve Promo,1,1.0,2
2023-03,Self-Serve Promo,1,1.0,1
2023-04,Self-Serve Promo,1,1.0,3
2023-05,Self-Serve Promo,1,1.0,2
2023-06,Self-Serve Promo,1,1.0,2
2023-08,Self-Serve Promo,1,1.0,3
2023-09,Self-Serve Promo,1,1.0,1
2023-10,Self-Serve Promo,1,1.0,3
2023-11,Self-Serve Promo,1,1.0,1
2024-01,Self-Serve Promo,1,0.6666666666666666,3
2024-03,Self-Serve Promo,1,1.0,2
2024-04,Self-Serve Promo,1,1.0,4
2024-05,Self-Serve Promo,1,1.0,3
2024-06,Self-Serve Promo,1,1.0,1
2024-07,Self-Serve Promo,1,1.0,20
2024-08,Self-Serve Promo,1,0.9090909090909091,22
2024-09,Self-Serve Promo,1,0.9523809523809523,21
2024-10,Self-Serve Promo,1,1.0,4
2024-12,Self-Serve Promo,1,1.0,2
2025-01,Self-Serve Promo,1,1.0,2
2025-02,Self-Serve Promo,1,1.0,3
2025-03,Self-Serve Promo,1,1.0,2
2025-05,Self-Serve Promo,1,1.0,3
2025-06,Self-Serve Promo,1,1.0,1
2025-07,Self-Serve Promo,1,1.0,1
2025-08,Self-Serve Promo,1,1.0,3
2025-10,Self-Serve Promo,1,1.0,3
2025-11,Self-Serve Promo,1,1.0,1
2023-01,Self-Serve Promo,2,1.0,1
2023-02,Self-Serve Promo,2,1.0,2
2023-03,Self-Serve Promo,2,1.0,1
2023-04,Self-Serve Promo,2,1.0,3
2023-05,Self-Serve Promo,2,1.0,2
2023-06,Self-Serve Promo,2,1.0,2
2023-08,Self-Serve Promo,2,0.6666666666666666,3
2023-09,Self-Serve Promo,2,1.0,1
2023-10,Self-Serve Promo,2,1.0,3
2023-11,Self-Serve Promo,2,1.0,1
2024-01,Self-Serve Promo,2,0.6666666666666666,3
2024-03,Self-Serve Promo,2,1.0,2
2024-04,Self-Serve Promo,2,1.0,4
2024-05,Self-Serve Promo,2,1.0,3
2024-06,Self-Serve Promo,2,1.0,1
2024-07,Self-Serve Promo,2,0.95,20
2024-08,Self-Serve Promo,2,0.9090909090909091,22
2024-09,Self-Serve Promo,2,0.9523809523809523,21
2024-10,Self-Serve Promo,2,1.0,4
2024-12,Self-Serve Promo,2,1.0,2
2025-01,Self-Serve Promo,2,1.0,2
2025-02,Self-Serve Promo,2,1.0,3
2025-03,Self-Serve Promo,2,1.0,2
2025-05,Self-Serve Promo,2,1.0,3
2025-06,Self-Serve Promo,2,1.0,1
2025-07,Self-Serve Promo,2,1.0,1
2025-08,Self-Serve Promo,2,1.0,3
2025-10,Self-Serve Promo,2,1.0,3
2023-01,Self-Serve Promo,3,1.0,1
2023-02,Self-Serve Promo,3,1.0,2
2023-03,Self-Serve Promo,3,1.0,1
2023-04,Self-Serve Promo,3,1.0,3
2023-05,Self-Serve Promo,3,1.0,2
2023-06,Self-Serve Promo,3,1.0,2
2023-08,Self-Serve Promo,3,0.6666666666666666,3
2023-09,Self-Serve Promo,3,0.0,1
2023-10,Self-Serve Promo,3,1.0,3
2023-11,Self-Serve Promo,3,1.0,1
2024-01,Self-Serve Promo,3,0.6666666666666666,3
2024-03,Self-Serve Promo,3,1.0,2
2024-04,Self-Serve Promo,3,1.0,4
2024-05,Self-Serve Promo,3,1.0,3
2024-06,Self-Serve Promo,3,1.0,1
2024-07,Self-Serve Promo,3,0.8,20
2024-08,Self-Serve Promo,3,0.9090909090909091,22
2024-09,Self-Serve Promo,3,0.9523809523809523,21
2024-10,Self-Serve Promo,3,1.0,4
2024-12,Self-Serve Promo,3,1.0,2
2025-01,Self-Serve Promo,3,1.0,2
2025-02,Self-Serve Promo,3,1.0,3
2025-03,Self-Serve Promo,3,1.0,2
2025-05,Self-Serve Promo,3,1.0,3
2025-06,Self-Serve Promo,3,0.0,1
2025-07,Self-Serve Promo,3,1.0,1
2025-08,Self-Serve Promo,3,0.6666666666666666,3
2023-01,Self-Serve Promo,4,1.0,1
2023-02,Self-Serve Promo,4,1.0,2
2023-03,Self-Serve Promo,4,1.0,1
2023-04,Self-Serve Promo,4,1.0,3
2023-05,Self-Serve Promo,4,1.0,2
2023-06,Self-Serve Promo,4,1.0,2
2023-08,Self-Serve Promo,4,0.6666666666666666,3
2023-09,Self-Serve Promo,4,0.0,1
2023-10,Self-Serve Promo,4,1.0,3
2023-11,Self-Serve Promo,4,1.0,1
2024-01,Self-Serve Promo,4,0.6666666666666666,3
2024-03,Self-Serve Promo,4,1.0,2
2024-04,Self-Serve Promo,4,1.0,4
2024-05,Self-Serve Promo,4,1.0,3
2024-06,Self-Serve Promo,4,1.0,1
2024-07,Self-Serve Promo,4,0.75,20
2024-08,Self-Serve Promo,4,0.9090909090909091,22
2024-09,Self-Serve Promo,4,0.9523809523809523,21
2024-10,Self-Serve Promo,4,1.0,4
2024-12,Self-Serve Promo,4,1.0,2
2025-01,Self-Serve Promo,4,0.5,2
2025-02,Self-Serve Promo,4,1.0,3
2025-03,Self-Serve Promo,4,1.0,2
2025-05,Self-Serve Promo,4,0.6666666666666666,3
2025-06,Self-Serve Promo,4,0.0,1
2025-07,Self-Serve Promo,4,1.0,1
2025-08,Self-Serve Promo,4,0.6666666666666666,3
2023-01,Self-Serve Promo,5,1.0,1
2023-02,Self-Serve Promo,5,1.0,2
2023-03,Self-Serve Promo,5,1.0,1
2023-04,Self-Serve Promo,5,1.0,3
2023-05,Self-Serve Promo,5,1.0,2
2023-06,Self-Serve Promo,5,1.0,2
2023-08,Self-Serve Promo,5,0.6666666666666666,3
2023-09,Self-Serve Promo,5,0.0,1
2023-10,Self-Serve Promo,5,1.0,3
2023-11,Self-Serve Promo,5,1.0,1
2024-01,Self-Serve Promo,5,0.6666666666666666,3
2024-03,Self-Serve Promo,5,1.0,2
2024-04,Self-Serve Promo,5,1.0,4
2024-05,Self-Serve Promo,5,1.0,3
2024-06,Self-Serve Promo,5,1.0,1
2024-07,Self-Serve Promo,5,0.7,20
2024-08,Self-Serve Promo,5,0.9090909090909091,22
2024-09,Self-Serve Promo,5,0.9047619047619048,21
2024-10,Self-Serve Promo,5,1.0,4
2024-12,Self-Serve Promo,5,1.0,2
2025-01,Self-Serve Promo,5,0.5,2
2025-02,Self-Serve Promo,5,1.0,3
2025-03,Self-Serve Promo,5,0.5,2
2025-05,Self-Serve Promo,5,0.6666666666666666,3
2025-06,Self-Serve Promo,5,0.0,1
2025-07,Self-Serve Promo,5,1.0,1
2023-01,Self-Serve Promo,6,1.0,1
2023-02,Self-Serve Promo,6,0.5,2
2023-03,Self-Serve Promo,6,1.0,1
2023-04,Self-Serve Promo,6,0.6666666666666666,3
2023-05,Self-Serve Promo,6,1.0,2
2023-06,Self-Serve Promo,6,1.0,2
2023-08,Self-Serve Promo,6,0.6666666666666666,3
2023-09,Self-Serve Promo,6,0.0,1
2023-10,Self-Serve Promo,6,1.0,3
2023-11,Self-Serve Promo,6,1.0,1
2024-01,Self-Serve Promo,6,0.6666666666666666,3
2024-03,Self-Serve Promo,6,1.0,2
2024-04,Self-Serve Promo,6,1.0,4
2024-05,Self-Serve Promo,6,1.0,3
2024-06,Self-Serve Promo,6,1.0,1
2024-07,Self-Serve Promo,6,0.7,20
2024-08,Self-Serve Promo,6,0.9090909090909091,22
2024-09,Self-Serve Promo,6,0.9047619047619048,21
2024-10,Self-Serve Promo,6,1.0,4
2024-12,Self-Serve Promo,6,1.0,2
2025-01,Self-Serve Promo,6,0.5,2
2025-02,Self-Serve Promo,6,1.0,3
2025-03,Self-Serve Promo,6,0.5,2
2025-05,Self-Serve Promo,6,0.6666666666666666,3
2025-06,Self-Serve Promo,6,0.0,1
2023-01,Self-Serve Promo,7,1.0,1
2023-02,Self-Serve Promo,7,0.5,2
2023-03,Self-Serve Promo,7,1.0,1
2023-04,Self-Serve Promo,7,0.6666666666666666,3
2023-05,Self-Serve Promo,7,1.0,2
2023-06,Self-Serve Promo,7,1.0,2
2023-08,Self-Serve Promo,7,0.6666666666666666,3
2023-09,Self-Serve Promo,7,0.0,1
2023-10,Self-Serve Promo,7,1.0,3
2023-11,Self-Serve Promo,7,1.0,1
2024-01,Self-Serve Promo,7,0.6666666666666666,3
2024-03,Self-Serve Promo,7,1.0,2
2024-04,Self-Serve Promo,7,1.0,4
2024-05,Self-Serve Promo,7,1.0,3
2024-06,Self-Serve Promo,7,1.0,1
2024-07,Self-Serve Promo,7,0.7,20
2024-08,Self-Serve Promo,7,0.8181818181818182,22
2024-09,Self-Serve Promo,7,0.8571428571428571,21
2024-10,Self-Serve Promo,7,0.75,4
2024-12,Self-Serve Promo,7,1.0,2
2025-01,Self-Serve Promo,7,0.5,2
2025-02,Self-Serve Promo,7,1.0,3
2025-03,Self-Serve Promo,7,0.5,2
2025-05,Self-Serve Promo,7,0.3333333333333333,3
2023-01,Self-Serve Promo,8,1.0,1
2023-02,Self-Serve Promo,8,0.5,2
2023-03,Self-Serve Promo,8,0.0,1
2023-04,Self-Serve Promo,8,0.6666666666666666,3
2023-05,Self-Serve Promo,8,1.0,2
2023-06,Self-Serve Promo,8,1.0,2
2023-08,Self-Serve Promo,8,0.6666666666666666,3
2023-09,Self-Serve Promo,8,0.0,1
2023-10,Self-Serve Promo,8,1.0,3
2023-11,Self-Serve Promo,8,1.0,1
2024-01,Self-Serve Promo,8,0.6666666666666666,3
2024-03,Self-Serve Promo,8,1.0,2
2024-04,Self-Serve Promo,8,0.75,4
2024-05,Self-Serve Promo,8,1.0,3
2024-06,Self-Serve Promo,8,1.0,1
2024-07,Self-Serve Promo,8,0.65,20
2024-08,Self-Serve Promo,8,0.7727272727272727,22
2024-09,Self-Serve Promo,8,0.8095238095238095,21
2024-10,Self-Serve Promo,8,0.75,4
2024-12,Self-Serve Promo,8,1.0,2
2025-01,Self-Serve Promo,8,0.5,2
2025-02,Self-Serve Promo,8,1.0,3
2025-03,Self-Serve Promo,8,0.5,2
2023-01,Self-Serve Promo,9,1.0,1
2023-02,Self-Serve Promo,9,0.5,2
2023-03,Self-Serve Promo,9,0.0,1
2023-04,Self-Serve Promo,9,0.6666666666666666,3
2023-05,Self-Serve Promo,9,1.0,2
2023-06,Self-Serve Promo,9,0.5,2
2023-08,Self-Serve Promo,9,0.6666666666666666,3
2023-09,Self-Serve Promo,9,0.0,1
2023-10,Self-Serve Promo,9,1.0,3
2023-11,Self-Serve Promo,9,1.0,1
2024-01,Self-Serve Promo,9,0.6666666666666666,3
2024-03,Self-Serve Promo,9,1.0,2
2024-04,Self-Serve Promo,9,0.75,4
2024-05,Self-Serve Promo,9,1.0,3
2024-06,Self-Serve Promo,9,1.0,1
2024-07,Self-Serve Promo,9,0.65,20
2024-08,Self-Serve Promo,9,0.6818181818181818,22
2024-09,Self-Serve Promo,9,0.8095238095238095,21
2024-10,Self-Serve Promo,9,0.75,4
2024-12,Self-Serve Promo,9,1.0,2
2025-01,Self-Serve Promo,9,0.5,2
2025-02,Self-Serve Promo,9,1.0,3
2025-03,Self-Serve Promo,9,0.5,2
2023-01,Self-Serve Promo,10,1.0,1
2023-02,Self-Serve Promo,10,0.5,2
2023-03,Self-Serve Promo,10,0.0,1
2023-04,Self-Serve Promo,10,0.6666666666666666,3
2023-05,Self-Serve Promo,10,1.0,2
2023-06,Self-Serve Promo,10,0.5,2
2023-08,Self-Serve Promo,10,0.6666666666666666,3
2023-09,Self-Serve Promo,10,0.0,1
2023-10,Self-Serve Promo,10,1.0,3
2023-11,Self-Serve Promo,10,1.0,1
2024-01,Self-Serve Promo,10,0.3333333333333333,3
2024-03,Self-Serve Promo,10,1.0,2
2024-04,Self-Serve Promo,10,0.75,4
2024-05,Self-Serve Promo,10,1.0,3
2024-06,Self-Serve Promo,10,1.0,1
2024-07,Self-Serve Promo,10,0.65,20
2024-08,Self-Serve Promo,10,0.6363636363636364,22
2024-09,Self-Serve Promo,10,0.8095238095238095,21
2024-10,Self-Serve Promo,10,0.75,4
2024-12,Self-Serve Promo,10,1.0,2
2025-01,Self-Serve Promo,10,0.5,2
2025-02,Self-Serve Promo,10,1.0,3
2023-01,Self-Serve Promo,11,1.0,1
2023-02,Self-Serve Promo,11,0.5,2
2023-03,Self-Serve Promo,11,0.0,1
2023-04,Self-Serve Promo,11,0.6666666666666666,3
2023-05,Self-Serve Promo,11,1.0,2
2023-06,Self-Serve Promo,11,0.5,2
2023-08,Self-Serve Promo,11,0.6666666666666666,3
2023-09,Self-Serve Promo,11,0.0,1
2023-10,Self-Serve Promo,11,1.0,3
2023-11,Self-Serve Promo,11,1.0,1
2024-01,Self-Serve Promo,11,0.3333333333333333,3
2024-03,Self-Serve Promo,11,1.0,2
2024-04,Self-Serve Promo,11,0.75,4
2024-05,Self-Serve Promo,11,1.0,3
2024-06,Self-Serve Promo,11,1.0,1
2024-07,Self-Serve Promo,11,0.65,20
2024-08,Self-Serve Promo,11,0.6363636363636364,22
2024-09,Self-Serve Promo,11,0.8095238095238095,21
2024-10,Self-Serve Promo,11,0.75,4
2024-12,Self-Serve Promo,11,1.0,2
2025-01,Self-Serve Promo,11,0.5,2
2023-01,Self-Serve Promo,12,1.0,1
2023-02,Self-Serve Promo,12,0.5,2
2023-03,Self-Serve Promo,12,0.0,1
2023-04,Self-Serve Promo,12,0.6666666666666666,3
2023-05,Self-Serve Promo,12,1.0,2
2023-06,Self-Serve Promo,12,0.5,2
2023-08,Self-Serve Promo,12,0.6666666666666666,3
2023-09,Self-Serve Promo,12,0.0,1
2023-10,Self-Serve Promo,12,0.6666666666666666,3
2023-11,Self-Serve Promo,12,1.0,1
2024-01,Self-Serve Promo,12,0.3333333333333333,3
2024-03,Self-Serve Promo,12,1.0,2
2024-04,Self-Serve Promo,12,0.75,4
2024-05,Self-Serve Promo,12,1.0,3
2024-06,Self-Serve Promo,12,1.0,1
2024-07,Self-Serve Promo,12,0.65,20
2024-08,Self-Serve Promo,12,0.5909090909090909,22
2024-09,Self-Serve Promo,12,0.7619047619047619,21
2024-10,Self-Serve Promo,12,0.75,4
2024-12,Self-Serve Promo,12,1.0,2
2023-01,Self-Serve Promo,13,1.0,1
2023-02,Self-Serve Promo,13,0.5,2
2023-03,Self-Serve Promo,13,0.0,1
2023-04,Self-Serve Promo,13,0.6666666666666666,3
2023-05,Self-Serve Promo,13,1.0,2
2023-06,Self-Serve Promo,13,0.5,2
2023-08,Self-Serve Promo,13,0.6666666666666666,3
2023-09,Self-Serve Promo,13,0.0,1
2023-10,Self-Serve Promo,13,0.6666666666666666,3
2023-11,Self-Serve Promo,13,1.0,1
2024-01,Self-Serve Promo,13,0.3333333333333333,3
2024-03,Self-Serve Promo,13,1.0,2
2024-04,Self-Serve Promo,13,0.75,4
2024-05,Self-Serve Promo,13,1.0,3
2024-06,Self-Serve Promo,13,1.0,1
2024-07,Self-Serve Promo,13,0.65,20
2024-08,Self-Serve Promo,13,0.5454545454545454,22
2024-09,Self-Serve Promo,13,0.7142857142857143,21
2024-10,Self-Serve Promo,13,0.75,4
2023-01,Self-Serve Promo,14,1.0,1
2023-02,Self-Serve Promo,14,0.5,2
2023-03,Self-Serve Promo,14,0.0,1
2023-04,Self-Serve Promo,14,0.6666666666666666,3
2023-05,Self-Serve Promo,14,1.0,2
2023-06,Self-Serve Promo,14,0.5,2
2023-08,Self-Serve Promo,14,0.6666666666666666,3
2023-09,Self-Serve Promo,14,0.0,1
2023-10,Self-Serve Promo,14,0.6666666666666666,3
2023-11,Self-Serve Promo,14,1.0,1
2024-01,Self-Serve Promo,14,0.3333333333333333,3
2024-03,Self-Serve Promo,14,1.0,2
2024-04,Self-Serve Promo,14,0.5,4
2024-05,Self-Serve Promo,14,1.0,3
2024-06,Self-Serve Promo,14,1.0,1
2024-07,Self-Serve Promo,14,0.65,20
2024-08,Self-Serve Promo,14,0.5454545454545454,22
2024-09,Self-Serve Promo,14,0.7142857142857143,21
2024-10,Self-Serve Promo,14,0.75,4
2023-01,Self-Serve Promo,15,1.0,1
2023-02,Self-Serve Promo,15,0.5,2
2023-03,Self-Serve Promo,15,0.0,1
2023-04,Self-Serve Promo,15,0.6666666666666666,3
2023-05,Self-Serve Promo,15,1.0,2
2023-06,Self-Serve Promo,15,0.5,2
2023-08,Self-Serve Promo,15,0.6666666666666666,3
2023-09,Self-Serve Promo,15,0.0,1
2023-10,Self-Serve Promo,15,0.6666666666666666,3
2023-11,Self-Serve Promo,15,0.0,1
2024-01,Self-Serve Promo,15,0.3333333333333333,3
2024-03,Self-Serve Promo,15,1.0,2
2024-04,Self-Serve Promo,15,0.5,4
2024-05,Self-Serve Promo,15,1.0,3
2024-06,Self-Serve Promo,15,1.0,1
2024-07,Self-Serve Promo,15,0.6,20
2024-08,Self-Serve Promo,15,0.5454545454545454,22
2024-09,Self-Serve Promo,15,0.6666666666666666,21
2023-01,Self-Serve Promo,16,1.0,1
2023-02,Self-Serve Promo,16,0.5,2
2023-03,Self-Serve Promo,16,0.0,1
2023-04,Self-Serve Promo,16,0.6666666666666666,3
2023-05,Self-Serve Promo,16,1.0,2
2023-06,Self-Serve Promo,16,0.5,2
2023-08,Self-Serve Promo,16,0.6666666666666666,3
2023-09,Self-Serve Promo,16,0.0,1
2023-10,Self-Serve Promo,16,0.6666666666666666,3
2023-11,Self-Serve Promo,16,0.0,1
2024-01,Self-Serve Promo,16,0.3333333333333333,3
2024-03,Self-Serve Promo,16,1.0,2
2024-04,Self-Serve Promo,16,0.5,4
2024-05,Self-Serve Promo,16,1.0,3
2024-06,Self-Serve Promo,16,1.0,1
2024-07,Self-Serve Promo,16,0.6,20
2024-08,Self-Serve Promo,16,0.5454545454545454,22
2023-01,Self-Serve Promo,17,1.0,1
2023-02,Self-Serve Promo,17,0.5,2
2023-03,Self-Serve Promo,17,0.0,1
2023-04,Self-Serve Promo,17,0.6666666666666666,3
2023-05,Self-Serve Promo,17,1.0,2
2023-06,Self-Serve Promo,17,0.5,2
2023-08,Self-Serve Promo,17,0.6666666666666666,3
2023-09,Self-Serve Promo,17,0.0,1
2023-10,Self-Serve Promo,17,0.6666666666666666,3
2023-11,Self-Serve Promo,17,0.0,1
2024-01,Self-Serve Promo,17,0.3333333333333333,3
2024-03,Self-Serve Promo,17,1.0,2
2024-04,Self-Serve Promo,17,0.5,4
2024-05,Self-Serve Promo,17,1.0,3
2024-06,Self-Serve Promo,17,1.0,1
2024-07,Self-Serve Promo,17,0.55,20
2023-01,Self-Serve Promo,18,1.0,1
2023-02,Self-Serve Promo,18,0.5,2
2023-03,Self-Serve Promo,18,0.0,1
2023-04,Self-Serve Promo,18,0.6666666666666666,3
2023-05,Self-Serve Promo,18,1.0,2
2023-06,Self-Serve Promo,18,0.5,2
2023-08,Self-Serve Promo,18,0.6666666666666666,3
2023-09,Self-Serve Promo,18,0.0,1
2023-10,Self-Serve Promo,18,0.6666666666666666,3
2023-11,Self-Serve Promo,18,0.0,1
2024-01,Self-Serve Promo,18,0.3333333333333333,3
2024-03,Self-Serve Promo,18,1.0,2
2024-04,Self-Serve Promo,18,0.5,4
2024-05,Self-Serve Promo,18,0.6666666666666666,3
2024-06,Self-Serve Promo,18,1.0,1
2023-01,Self-Serve Promo,19,1.0,1
2023-02,Self-Serve Promo,19,0.5,2
2023-03,Self-Serve Promo,19,0.0,1
2023-04,Self-Serve Promo,19,0.6666666666666666,3
2023-05,Self-Serve Promo,19,1.0,2
2023-06,Self-Serve Promo,19,0.5,2
2023-08,Self-Serve Promo,19,0.6666666666666666,3
2023-09,Self-Serve Promo,19,0.0,1
2023-10,Self-Serve Promo,19,0.6666666666666666,3
2023-11,Self-Serve Promo,19,0.0,1
2024-01,Self-Serve Promo,19,0.3333333333333333,3
2024-03,Self-Serve Promo,19,1.0,2
2024-04,Self-Serve Promo,19,0.5,4
2024-05,Self-Serve Promo,19,0.6666666666666666,3
2023-01,Self-Serve Promo,20,1.0,1
2023-02,Self-Serve Promo,20,0.5,2
2023-03,Self-Serve Promo,20,0.0,1
2023-04,Self-Serve Promo,20,0.6666666666666666,3
2023-05,Self-Serve Promo,20,1.0,2
2023-06,Self-Serve Promo,20,0.5,2
2023-08,Self-Serve Promo,20,0.6666666666666666,3
2023-09,Self-Serve Promo,20,0.0,1
2023-10,Self-Serve Promo,20,0.6666666666666666,3
2023-11,Self-Serve Promo,20,0.0,1
2024-01,Self-Serve Promo,20,0.3333333333333333,3
2024-03,Self-Serve Promo,20,1.0,2
2024-04,Self-Serve Promo,20,0.5,4
2023-01,Self-Serve Promo,21,1.0,1
2023-02,Self-Serve Promo,21,0.5,2
2023-03,Self-Serve Promo,21,0.0,1
2023-04,Self-Serve Promo,21,0.6666666666666666,3
2023-05,Self-Serve Promo,21,1.0,2
2023-06,Self-Serve Promo,21,0.5,2
2023-08,Self-Serve Promo,21,0.6666666666666666,3
2023-09,Self-Serve Promo,21,0.0,1
2023-10,Self-Serve Promo,21,0.6666666666666666,3
2023-11,Self-Serve Promo,21,0.0,1
2024-01,Self-Serve Promo,21,0.3333333333333333,3
2024-03,Self-Serve Promo,21,1.0,2
2023-01,Self-Serve Promo,22,1.0,1
2023-02,Self-Serve Promo,22,0.5,2
2023-03,Self-Serve Promo,22,0.0,1
2023-04,Self-Serve Promo,22,0.6666666666666666,3
2023-05,Self-Serve Promo,22,1.0,2
2023-06,Self-Serve Promo,22,0.5,2
2023-08,Self-Serve Promo,22,0.6666666666666666,3
2023-09,Self-Serve Promo,22,0.0,1
2023-10,Self-Serve Promo,22,0.6666666666666666,3
2023-11,Self-Serve Promo,22,0.0,1
2024-01,Self-Serve Promo,22,0.3333333333333333,3
2023-01,Self-Serve Promo,23,0.0,1
2023-02,Self-Serve Promo,23,0.5,2
2023-03,Self-Serve Promo,23,0.0,1
2023-04,Self-Serve Promo,23,0.6666666666666666,3
2023-05,Self-Serve Promo,23,1.0,2
2023-06,Self-Serve Promo,23,0.5,2
2023-08,Self-Serve Promo,23,0.6666666666666666,3
2023-09,Self-Serve Promo,23,0.0,1
2023-10,Self-Serve Promo,23,0.6666666666666666,3
2023-11,Self-Serve Promo,23,0.0,1
2024-01,Self-Serve Promo,23,0.3333333333333333,3
2023-01,Self-Serve Promo,24,0.0,1
2023-02,Self-Serve Promo,24,0.5,2
2023-03,Self-Serve Promo,24,0.0,1
2023-04,Self-Serve Promo,24,0.6666666666666666,3
2023-05,Self-Serve Promo,24,1.0,2
2023-06,Self-Serve Promo,24,0.5,2
2023-08,Self-Serve Promo,24,0.6666666666666666,3
2023-09,Self-Serve Promo,24,0.0,1
2023-10,Self-Serve Promo,24,0.6666666666666666,3
2023-11,Self-Serve Promo,24,0.0,1
2023-01,Partner Referral,0,1.0,3
2023-02,Partner Referral,0,1.0,1
2023-03,Partner Referral,0,1.0,1
2023-04,Partner Referral,0,1.0,1
2023-05,Partner Referral,0,1.0,2
2023-07,Partner Referral,0,1.0,1
2023-09,Partner Referral,0,1.0,1
2023-10,Partner Referral,0,1.0,5
2023-11,Partner Referral,0,1.0,3
2023-12,Partner Referral,0,1.0,2
2024-01,Partner Referral,0,1.0,2
2024-02,Partner Referral,0,1.0,5
2024-03,Partner Referral,0,1.0,2
2024-04,Partner Referral,0,1.0,2
2024-05,Partner Referral,0,1.0,4
2024-06,Partner Referral,0,1.0,3
2024-07,Partner Referral,0,1.0,5
2024-08,Partner Referral,0,1.0,1
2024-09,Partner Referral,0,1.0,4
2024-11,Partner Referral,0,1.0,4
2024-12,Partner Referral,0,1.0,2
2025-01,Partner Referral,0,1.0,1
2025-02,Partner Referral,0,1.0,2
2025-03,Partner Referral,0,1.0,1
2025-04,Partner Referral,0,1.0,2
2025-05,Partner Referral,0,1.0,4
2025-06,Partner Referral,0,1.0,2
2025-07,Partner Referral,0,1.0,1
2025-08,Partner Referral,0,1.0,6
2025-09,Partner Referral,0,1.0,3
2025-10,Partner Referral,0,1.0,2
2025-11,Partner Referral,0,1.0,2
2025-12,Partner Referral,0,1.0,1
2023-01,Partner Referral,1,0.6666666666666666,3
2023-02,Partner Referral,1,1.0,1
2023-03,Partner Referral,1,1.0,1
2023-04,Partner Referral,1,1.0,1
2023-05,Partner Referral,1,1.0,2
2023-07,Partner Referral,1,1.0,1
2023-09,Partner Referral,1,1.0,1
2023-10,Partner Referral,1,1.0,5
2023-11,Partner Referral,1,1.0,3
2023-12,Partner Referral,1,1.0,2
2024-01,Partner Referral,1,1.0,2
2024-02,Partner Referral,1,1.0,5
2024-03,Partner Referral,1,1.0,2
2024-04,Partner Referral,1,1.0,2
2024-05,Partner Referral,1,1.0,4
2024-06,Partner Referral,1,1.0,3
2024-07,Partner Referral,1,1.0,5
2024-08,Partner Referral,1,1.0,1
2024-09,Partner Referral,1,1.0,4
2024-11,Partner Referral,1,1.0,4
2024-12,Partner Referral,1,1.0,2
2025-01,Partner Referral,1,1.0,1
2025-02,Partner Referral,1,1.0,2
2025-03,Partner Referral,1,1.0,1
2025-04,Partner Referral,1,1.0,2
2025-05,Partner Referral,1,1.0,4
2025-06,Partner Referral,1,1.0,2
2025-07,Partner Referral,1,1.0,1
2025-08,Partner Referral,1,1.0,6
2025-09,Partner Referral,1,1.0,3
2025-10,Partner Referral,1,1.0,2
2025-11,Partner Referral,1,1.0,2
2023-01,Partner Referral,2,0.6666666666666666,3
2023-02,Partner Referral,2,1.0,1
2023-03,Partner Referral,2,1.0,1
2023-04,Partner Referral,2,1.0,1
2023-05,Partner Referral,2,1.0,2
2023-07,Partner Referral,2,1.0,1
2023-09,Partner Referral,2,1.0,1
2023-10,Partner Referral,2,0.8,5
2023-11,Partner Referral,2,1.0,3
2023-12,Partner Referral,2,1.0,2
2024-01,Partner Referral,2,1.0,2
2024-02,Partner Referral,2,1.0,5
2024-03,Partner Referral,2,1.0,2
2024-04,Partner Referral,2,1.0,2
2024-05,Partner Referral,2,1.0,4
2024-06,Partner Referral,2,1.0,3
2024-07,Partner Referral,2,1.0,5
2024-08,Partner Referral,2,1.0,1
2024-09,Partner Referral,2,1.0,4
2024-11,Partner Referral,2,1.0,4
2024-12,Partner Referral,2,1.0,2
2025-01,Partner Referral,2,1.0,1
2025-02,Partner Referral,2,1.0,2
2025-03,Partner Referral,2,1.0,1
2025-04,Partner Referral,2,1.0,2
2025-05,Partner Referral,2,1.0,4
2025-06,Partner Referral,2,1.0,2
2025-07,Partner Referral,2,1.0,1
2025-08,Partner Referral,2,1.0,6
2025-09,Partner Referral,2,1.0,3
2025-10,Partner Referral,2,1.0,2
2023-01,Partner Referral,3,0.6666666666666666,3
2023-02,Partner Referral,3,1.0,1
2023-03,Partner Referral,3,1.0,1
2023-04,Partner Referral,3,1.0,1
2023-05,Partner Referral,3,1.0,2
2023-07,Partner Referral,3,1.0,1
