opportunity_id,stage,entered_date,exited_date,days_in_stage
OPP-00331,Negotiation,2024-07-06,2024-07-13,7.0
OPP-00332,Discovery,2024-06-15,2024-06-18,3.0
OPP-00332,Qualification,2024-06-18,2024-06-27,9.0
OPP-00332,Proof of Concept,2024-06-27,2024-07-07,10.0
OPP-00332,Negotiation,2024-07-07,2024-07-09,2.0
OPP-00333,Discovery,2024-06-05,2024-06-29,24.0
OPP-00333,Qualification,2024-06-29,2024-06-30,1.0
OPP-00333,Proof of Concept,2024-06-30,2024-07-16,16.0
OPP-00333,Negotiation,2024-07-16,2024-07-24,8.0
OPP-00334,Discovery,2024-06-04,2024-06-05,1.0
OPP-00334,Qualification,2024-06-05,2024-06-14,9.0
OPP-00334,Proof of Concept,2024-06-14,2024-07-06,22.0
OPP-00334,Negotiation,2024-07-06,2024-07-15,9.0
OPP-00335,Discovery,2024-05-20,2024-05-26,6.0
OPP-00335,Qualification,2024-05-26,2024-06-03,8.0
OPP-00335,Proof of Concept,2024-06-03,2024-06-23,20.0
OPP-00335,Negotiation,2024-06-23,2024-07-08,15.0
OPP-00336,Discovery,2024-05-28,2024-06-08,11.0
OPP-00336,Qualification,2024-06-08,2024-07-01,23.0
OPP-00336,Proof of Concept,2024-07-01,2024-07-03,2.0
OPP-00336,Negotiation,2024-07-03,2024-07-12,9.0
OPP-00337,Discovery,2024-05-27,2024-06-01,5.0
OPP-00337,Qualification,2024-06-01,2024-06-08,7.0
OPP-00337,Proof of Concept,2024-06-08,2024-06-09,1.0
OPP-00337,Negotiation,2024-06-09,2024-07-11,32.0
OPP-00338,Discovery,2024-05-30,2024-06-05,6.0
OPP-00338,Qualification,2024-06-05,2024-06-29,24.0
OPP-00338,Proof of Concept,2024-06-29,2024-07-04,5.0
OPP-00338,Negotiation,2024-07-04,2024-07-24,20.0
OPP-00339,Discovery,2024-04-17,2024-04-29,12.0
OPP-00339,Qualification,2024-04-29,2024-05-31,32.0
OPP-00339,Proof of Concept,2024-05-31,2024-06-25,25.0
OPP-00339,Negotiation,2024-06-25,2024-07-17,22.0
OPP-00340,Discovery,2024-02-13,2024-03-12,28.0
OPP-00340,Qualification,2024-03-12,2024-03-26,14.0
OPP-00340,Proof of Concept,2024-03-26,2024-06-27,93.0
OPP-00340,Negotiation,2024-06-27,2024-07-27,30.0
OPP-00341,Discovery,2024-06-02,2024-06-07,5.0
OPP-00341,Qualification,2024-06-07,2024-06-12,5.0
OPP-00341,Proof of Concept,2024-06-12,2024-07-02,20.0
OPP-00341,Negotiation,2024-07-02,2024-07-10,8.0
OPP-00342,Discovery,2024-05-22,2024-05-24,2.0
OPP-00342,Qualification,2024-05-24,2024-06-04,11.0
OPP-00342,Proof of Concept,2024-06-04,2024-06-14,10.0
OPP-00342,Negotiation,2024-06-14,2024-07-01,17.0
OPP-00343,Discovery,2024-05-28,2024-05-31,3.0
OPP-00343,Qualification,2024-05-31,2024-06-02,2.0
OPP-00343,Proof of Concept,2024-06-02,2024-07-12,40.0
OPP-00343,Negotiation,2024-07-12,2024-07-26,14.0
OPP-00344,Discovery,2024-06-05,2024-06-07,2.0
OPP-00344,Qualification,2024-06-07,2024-06-23,16.0
OPP-00344,Proof of Concept,2024-06-23,2024-07-07,14.0
OPP-00344,Negotiation,2024-07-07,2024-07-20,13.0
OPP-00345,Discovery,2024-05-21,2024-05-29,8.0
OPP-00345,Qualification,2024-05-29,2024-06-23,25.0
OPP-00345,Proof of Concept,2024-06-23,2024-07-05,12.0
OPP-00345,Negotiation,2024-07-05,2024-07-13,8.0
OPP-00346,Discovery,2024-04-28,2024-05-03,5.0
OPP-00346,Qualification,2024-05-03,2024-05-18,15.0
OPP-00346,Proof of Concept,2024-05-18,2024-06-12,25.0
OPP-00346,Negotiation,2024-06-12,2024-07-07,25.0
OPP-00347,Discovery,2024-07-03,2024-07-16,13.0
OPP-00347,Qualification,2024-07-16,2024-07-26,10.0
OPP-00347,Proof of Concept,2024-07-26,2024-08-10,15.0
OPP-00347,Negotiation,2024-08-10,2024-08-20,10.0
OPP-00348,Discovery,2024-03-31,2024-04-17,17.0
OPP-00348,Qualification,2024-04-17,2024-04-25,8.0
OPP-00348,Proof of Concept,2024-04-25,2024-07-28,94.0
OPP-00348,Negotiation,2024-07-28,2024-08-08,11.0
OPP-00349,Discovery,2024-06-18,2024-06-29,11.0
OPP-00349,Qualification,2024-06-29,2024-07-14,15.0
OPP-00349,Proof of Concept,2024-07-14,2024-07-28,14.0
OPP-00349,Negotiation,2024-07-28,2024-08-06,9.0
OPP-00350,Discovery,2024-05-25,2024-06-02,8.0
OPP-00350,Qualification,2024-06-02,2024-06-07,5.0
OPP-00350,Proof of Concept,2024-06-07,2024-08-03,57.0
OPP-00350,Negotiation,2024-08-03,2024-08-20,17.0
OPP-00351,Discovery,2024-07-13,2024-07-20,7.0
OPP-00351,Qualification,2024-07-20,2024-07-27,7.0
OPP-00351,Proof of Concept,2024-07-27,2024-08-11,15.0
OPP-00351,Negotiation,2024-08-11,2024-08-25,14.0
OPP-00352,Discovery,2024-06-01,2024-06-07,6.0
OPP-00352,Qualification,2024-06-07,2024-06-09,2.0
OPP-00352,Proof of Concept,2024-06-09,2024-06-27,18.0
OPP-00352,Negotiation,2024-06-27,2024-08-09,43.0
OPP-00353,Discovery,2024-06-19,2024-06-26,7.0
OPP-00353,Qualification,2024-06-26,2024-07-08,12.0
OPP-00353,Proof of Concept,2024-07-08,2024-07-22,14.0
OPP-00353,Negotiation,2024-07-22,2024-08-07,16.0
OPP-00354,Discovery,2024-07-17,2024-07-25,8.0
OPP-00354,Qualification,2024-07-25,2024-08-01,7.0
OPP-00354,Proof of Concept,2024-08-01,2024-08-06,5.0
OPP-00354,Negotiation,2024-08-06,2024-08-16,10.0
OPP-00355,Discovery,2024-06-21,2024-06-29,8.0
OPP-00355,Qualification,2024-06-29,2024-07-22,23.0
OPP-00355,Proof of Concept,2024-07-22,2024-08-10,19.0
OPP-00355,Negotiation,2024-08-10,2024-08-13,3.0
OPP-00356,Discovery,2024-07-09,2024-07-14,5.0
OPP-00356,Qualification,2024-07-14,2024-07-25,11.0
OPP-00356,Proof of Concept,2024-07-25,2024-07-31,6.0
OPP-00356,Negotiation,2024-07-31,2024-08-17,17.0
OPP-00357,Discovery,2024-07-07,2024-07-19,12.0
OPP-00357,Qualification,2024-07-19,2024-07-28,9.0
OPP-00357,Proof of Concept,2024-07-28,2024-07-30,2.0
OPP-00357,Negotiation,2024-07-30,2024-08-02,3.0
OPP-00358,Discovery,2024-05-23,2024-06-05,13.0
OPP-00358,Qualification,2024-06-05,2024-07-15,40.0
OPP-00358,Proof of Concept,2024-07-15,2024-07-22,7.0
OPP-00358,Negotiation,2024-07-22,2024-08-12,21.0
OPP-00359,Discovery,2024-04-11,2024-04-25,14.0
OPP-00359,Qualification,2024-04-25,2024-05-07,12.0
OPP-00359,Proof of Concept,2024-05-07,2024-07-25,79.0
OPP-00359,Negotiation,2024-07-25,2024-08-24,30.0
OPP-00360,Discovery,2024-06-29,2024-07-08,9.0
OPP-00360,Qualification,2024-07-08,2024-07-11,3.0
OPP-00360,Proof of Concept,2024-07-11,2024-07-13,2.0
OPP-00360,Negotiation,2024-07-13,2024-08-02,20.0
OPP-00361,Discovery,2024-06-10,2024-07-04,24.0
OPP-00361,Qualification,2024-07-04,2024-07-20,16.0
OPP-00361,Proof of Concept,2024-07-20,2024-08-01,12.0
OPP-00361,Negotiation,2024-08-01,2024-08-12,11.0
OPP-00362,Discovery,2024-06-13,2024-06-29,16.0
OPP-00362,Qualification,2024-06-29,2024-07-27,28.0
OPP-00362,Proof of Concept,2024-07-27,2024-08-08,12.0
OPP-00362,Negotiation,2024-08-08,2024-08-14,6.0
OPP-00363,Discovery,2024-07-10,2024-07-19,9.0
OPP-00363,Qualification,2024-07-19,2024-07-26,7.0
OPP-00363,Proof of Concept,2024-07-26,2024-08-06,11.0
OPP-00363,Negotiation,2024-08-06,2024-08-20,14.0
OPP-00364,Discovery,2024-07-12,2024-07-23,11.0
OPP-00364,Qualification,2024-07-23,2024-08-10,18.0
OPP-00364,Proof of Concept,2024-08-10,2024-08-11,1.0
OPP-00364,Negotiation,2024-08-11,2024-08-17,6.0
OPP-00365,Discovery,2024-06-27,2024-07-13,16.0
OPP-00365,Qualification,2024-07-13,2024-07-27,14.0
OPP-00365,Proof of Concept,2024-07-27,2024-08-30,34.0
OPP-00365,Negotiation,2024-08-30,2024-09-12,13.0
OPP-00366,Discovery,2024-08-10,2024-08-22,12.0
OPP-00366,Qualification,2024-08-22,2024-08-25,3.0
OPP-00366,Proof of Concept,2024-08-25,2024-09-01,7.0
OPP-00366,Negotiation,2024-09-01,2024-09-04,3.0
OPP-00367,Discovery,2024-07-26,2024-08-08,13.0
OPP-00367,Qualification,2024-08-08,2024-08-18,10.0
OPP-00367,Proof of Concept,2024-08-18,2024-08-30,12.0
OPP-00367,Negotiation,2024-08-30,2024-09-03,4.0
OPP-00368,Discovery,2024-07-14,2024-07-18,4.0
OPP-00368,Qualification,2024-07-18,2024-07-25,7.0
OPP-00368,Proof of Concept,2024-07-25,2024-07-29,4.0
OPP-00368,Negotiation,2024-07-29,2024-09-08,41.0
OPP-00369,Discovery,2024-06-18,2024-06-23,5.0
OPP-00369,Qualification,2024-06-23,2024-07-02,9.0
OPP-00369,Proof of Concept,2024-07-02,2024-08-25,54.0
OPP-00369,Negotiation,2024-08-25,2024-09-19,25.0
OPP-00370,Discovery,2024-08-17,2024-08-18,1.0
OPP-00370,Qualification,2024-08-18,2024-08-28,10.0
OPP-00370,Proof of Concept,2024-08-28,2024-08-29,1.0
OPP-00370,Negotiation,2024-08-29,2024-09-11,13.0
OPP-00371,Discovery,2024-08-15,2024-08-18,3.0
OPP-00371,Qualification,2024-08-18,2024-08-23,5.0
OPP-00371,Proof of Concept,2024-08-23,2024-08-25,2.0
OPP-00371,Negotiation,2024-08-25,2024-09-16,22.0
OPP-00372,Discovery,2024-08-24,2024-08-29,5.0
OPP-00372,Qualification,2024-08-29,2024-09-06,8.0
OPP-00372,Proof of Concept,2024-09-06,2024-09-16,10.0
OPP-00372,Negotiation,2024-09-16,2024-09-17,1.0
OPP-00373,Discovery,2024-06-06,2024-06-12,6.0
OPP-00373,Qualification,2024-06-12,2024-06-27,15.0
OPP-00373,Proof of Concept,2024-06-27,2024-08-27,61.0
OPP-00373,Negotiation,2024-08-27,2024-09-17,21.0
OPP-00374,Discovery,2024-08-16,2024-08-31,15.0
OPP-00374,Qualification,2024-08-31,2024-09-01,1.0
OPP-00374,Proof of Concept,2024-09-01,2024-09-03,2.0
OPP-00374,Negotiation,2024-09-03,2024-09-09,6.0
OPP-00375,Discovery,2024-07-27,2024-08-15,19.0
OPP-00375,Qualification,2024-08-15,2024-08-26,11.0
OPP-00375,Proof of Concept,2024-08-26,2024-09-05,10.0
OPP-00375,Negotiation,2024-09-05,2024-09-10,5.0
OPP-00376,Discovery,2024-08-06,2024-08-18,12.0
OPP-00376,Qualification,2024-08-18,2024-08-23,5.0
OPP-00376,Proof of Concept,2024-08-23,2024-09-10,18.0
OPP-00376,Negotiation,2024-09-10,2024-09-11,1.0
OPP-00377,Discovery,2024-08-01,2024-08-05,4.0
OPP-00377,Qualification,2024-08-05,2024-08-09,4.0
OPP-00377,Proof of Concept,2024-08-09,2024-08-16,7.0
OPP-00377,Negotiation,2024-08-16,2024-09-02,17.0
OPP-00378,Discovery,2024-07-13,2024-07-23,10.0
OPP-00378,Qualification,2024-07-23,2024-07-29,6.0
OPP-00378,Proof of Concept,2024-07-29,2024-08-14,16.0
OPP-00378,Negotiation,2024-08-14,2024-09-17,34.0
OPP-00379,Discovery,2024-08-10,2024-08-12,2.0
OPP-00379,Qualification,2024-08-12,2024-08-26,14.0
OPP-00379,Proof of Concept,2024-08-26,2024-09-13,18.0
OPP-00379,Negotiation,2024-09-13,2024-09-18,5.0
OPP-00380,Discovery,2024-07-11,2024-07-20,9.0
OPP-00380,Qualification,2024-07-20,2024-07-27,7.0
OPP-00380,Proof of Concept,2024-07-27,2024-08-23,27.0
OPP-00380,Negotiation,2024-08-23,2024-09-01,9.0
OPP-00381,Discovery,2024-06-21,2024-07-09,18.0
OPP-00381,Qualification,2024-07-09,2024-07-28,19.0
OPP-00381,Proof of Concept,2024-07-28,2024-09-09,43.0
OPP-00381,Negotiation,2024-09-09,2024-09-17,8.0
OPP-00382,Discovery,2024-07-10,2024-07-13,3.0
OPP-00382,Qualification,2024-07-13,2024-08-08,26.0
OPP-00382,Proof of Concept,2024-08-08,2024-08-26,18.0
OPP-00382,Negotiation,2024-08-26,2024-09-12,17.0
OPP-00383,Discovery,2024-08-05,2024-08-09,4.0
OPP-00383,Qualification,2024-08-09,2024-08-19,10.0
OPP-00383,Proof of Concept,2024-08-19,2024-08-25,6.0
OPP-00383,Negotiation,2024-08-25,2024-09-01,7.0
OPP-00384,Discovery,2024-09-28,2024-10-02,4.0
OPP-00384,Qualification,2024-10-02,2024-10-14,12.0
OPP-00384,Proof of Concept,2024-10-14,2024-10-18,4.0
OPP-00384,Negotiation,2024-10-18,2024-10-24,6.0
OPP-00385,Discovery,2024-09-05,2024-09-13,8.0
OPP-00385,Qualification,2024-09-13,2024-09-17,4.0
OPP-00385,Proof of Concept,2024-09-17,2024-09-23,6.0
OPP-00385,Negotiation,2024-09-23,2024-10-07,14.0
OPP-00386,Discovery,2024-08-09,2024-08-15,6.0
OPP-00386,Qualification,2024-08-15,2024-08-22,7.0
OPP-00386,Proof of Concept,2024-08-22,2024-10-02,41.0
OPP-00386,Negotiation,2024-10-02,2024-10-13,11.0
OPP-00387,Discovery,2024-08-21,2024-09-19,29.0
OPP-00387,Qualification,2024-09-19,2024-09-24,5.0
OPP-00387,Proof of Concept,2024-09-24,2024-09-26,2.0
OPP-00387,Negotiation,2024-09-26,2024-10-09,13.0
OPP-00388,Discovery,2024-09-23,2024-10-01,8.0
OPP-00388,Qualification,2024-10-01,2024-10-08,7.0
OPP-00388,Proof of Concept,2024-10-08,2024-10-15,7.0
OPP-00388,Negotiation,2024-10-15,2024-10-22,7.0
OPP-00389,Discovery,2024-08-07,2024-08-20,13.0
OPP-00389,Qualification,2024-08-20,2024-08-30,10.0
OPP-00389,Proof of Concept,2024-08-30,2024-09-26,27.0
OPP-00389,Negotiation,2024-09-26,2024-10-16,20.0
OPP-00390,Discovery,2024-09-08,2024-09-14,6.0
OPP-00390,Qualification,2024-09-14,2024-09-24,10.0
OPP-00390,Proof of Concept,2024-09-24,2024-09-26,2.0
OPP-00390,Negotiation,2024-09-26,2024-10-13,17.0
OPP-00391,Discovery,2024-09-02,2024-09-04,2.0
OPP-00391,Qualification,2024-09-04,2024-09-13,9.0
OPP-00391,Proof of Concept,2024-09-13,2024-09-28,15.0
OPP-00391,Negotiation,2024-09-28,2024-10-08,10.0
OPP-00392,Discovery,2024-08-16,2024-08-27,11.0
OPP-00392,Qualification,2024-08-27,2024-09-12,16.0
OPP-00392,Proof of Concept,2024-09-12,2024-10-01,19.0
OPP-00392,Negotiation,2024-10-01,2024-10-07,6.0
OPP-00393,Discovery,2024-09-17,2024-09-23,6.0
OPP-00393,Qualification,2024-09-23,2024-09-26,3.0
OPP-00393,Proof of Concept,2024-09-26,2024-10-10,14.0
OPP-00393,Negotiation,2024-10-10,2024-10-11,1.0
OPP-00394,Discovery,2024-08-18,2024-08-28,10.0
OPP-00394,Qualification,2024-08-28,2024-09-15,18.0
OPP-00394,Proof of Concept,2024-09-15,2024-10-07,22.0
OPP-00394,Negotiation,2024-10-07,2024-10-16,9.0
OPP-00395,Discovery,2024-06-11,2024-06-24,13.0
OPP-00395,Qualification,2024-06-24,2024-08-02,39.0
OPP-00395,Proof of Concept,2024-08-02,2024-09-29,58.0
OPP-00395,Negotiation,2024-09-29,2024-10-18,19.0
OPP-00396,Discovery,2024-08-13,2024-08-19,6.0
OPP-00396,Qualification,2024-08-19,2024-08-23,4.0
OPP-00396,Proof of Concept,2024-08-23,2024-09-26,34.0
OPP-00396,Negotiation,2024-09-26,2024-10-26,30.0
OPP-00397,Discovery,2024-06-14,2024-07-01,17.0
OPP-00397,Qualification,2024-07-01,2024-08-08,38.0
OPP-00397,Proof of Concept,2024-08-08,2024-08-30,22.0
OPP-00397,Negotiation,2024-08-30,2024-10-14,45.0
OPP-00398,Discovery,2024-09-17,2024-09-21,4.0
OPP-00398,Qualification,2024-09-21,2024-09-28,7.0
OPP-00398,Proof of Concept,2024-09-28,2024-10-11,13.0
OPP-00398,Negotiation,2024-10-11,2024-10-23,12.0
OPP-00399,Discovery,2024-08-29,2024-09-05,7.0
OPP-00399,Qualification,2024-09-05,2024-09-13,8.0
OPP-00399,Proof of Concept,2024-09-13,2024-09-22,9.0
OPP-00399,Negotiation,2024-09-22,2024-10-09,17.0
OPP-00400,Discovery,2024-09-09,2024-09-14,5.0
OPP-00400,Qualification,2024-09-14,2024-09-17,3.0
OPP-00400,Proof of Concept,2024-09-17,2024-10-01,14.0
OPP-00400,Negotiation,2024-10-01,2024-10-02,1.0
OPP-00401,Discovery,2024-08-28,2024-08-30,2.0
OPP-00401,Qualification,2024-08-30,2024-09-12,13.0
OPP-00401,Proof of Concept,2024-09-12,2024-09-28,16.0
OPP-00401,Negotiation,2024-09-28,2024-10-05,7.0
OPP-00402,Discovery,2024-08-01,2024-08-06,5.0
OPP-00402,Qualification,2024-08-06,2024-08-25,19.0
OPP-00402,Proof of Concept,2024-08-25,2024-10-07,43.0
OPP-00402,Negotiation,2024-10-07,2024-10-21,14.0
OPP-00403,Discovery,2024-05-25,2024-06-07,13.0
OPP-00403,Qualification,2024-06-07,2024-06-24,17.0
OPP-00403,Proof of Concept,2024-06-24,2024-10-05,103.0
OPP-00403,Negotiation,2024-10-05,2024-11-16,42.0
OPP-00404,Discovery,2024-08-09,2024-08-24,15.0
OPP-00404,Qualification,2024-08-24,2024-09-20,27.0
OPP-00404,Proof of Concept,2024-09-20,2024-10-11,21.0
OPP-00404,Negotiation,2024-10-11,2024-11-02,22.0
OPP-00405,Discovery,2024-09-30,2024-10-01,1.0
OPP-00405,Qualification,2024-10-01,2024-10-14,13.0
OPP-00405,Proof of Concept,2024-10-14,2024-10-27,13.0
OPP-00405,Negotiation,2024-10-27,2024-11-08,12.0
OPP-00406,Discovery,2024-08-01,2024-08-12,11.0
OPP-00406,Qualification,2024-08-12,2024-08-28,16.0
OPP-00406,Proof of Concept,2024-08-28,2024-10-01,34.0
OPP-00406,Negotiation,2024-10-01,2024-11-10,40.0
OPP-00407,Discovery,2024-11-03,2024-11-09,6.0
OPP-00407,Qualification,2024-11-09,2024-11-12,3.0
OPP-00407,Proof of Concept,2024-11-12,2024-11-20,8.0
OPP-00407,Negotiation,2024-11-20,2024-11-22,2.0
OPP-00408,Discovery,2024-09-29,2024-10-11,12.0
OPP-00408,Qualification,2024-10-11,2024-10-20,9.0
OPP-00408,Proof of Concept,2024-10-20,2024-11-15,26.0
OPP-00408,Negotiation,2024-11-15,2024-11-19,4.0
OPP-00409,Discovery,2024-10-07,2024-10-11,4.0
OPP-00409,Qualification,2024-10-11,2024-10-27,16.0
OPP-00409,Proof of Concept,2024-10-27,2024-11-06,10.0
OPP-00409,Negotiation,2024-11-06,2024-11-13,7.0
OPP-00410,Discovery,2024-09-02,2024-09-05,3.0
OPP-00410,Qualification,2024-09-05,2024-09-13,8.0
OPP-00410,Proof of Concept,2024-09-13,2024-11-04,52.0
OPP-00410,Negotiation,2024-11-04,2024-11-10,6.0
OPP-00411,Discovery,2024-08-17,2024-08-25,8.0
OPP-00411,Qualification,2024-08-25,2024-09-09,15.0
OPP-00411,Proof of Concept,2024-09-09,2024-10-08,29.0
OPP-00411,Negotiation,2024-10-08,2024-11-13,36.0
OPP-00412,Discovery,2024-10-02,2024-10-06,4.0
OPP-00412,Qualification,2024-10-06,2024-10-19,13.0
OPP-00412,Proof of Concept,2024-10-19,2024-11-04,16.0
OPP-00412,Negotiation,2024-11-04,2024-11-05,1.0
OPP-00413,Discovery,2024-07-11,2024-07-25,14.0
OPP-00413,Qualification,2024-07-25,2024-08-14,20.0
OPP-00413,Proof of Concept,2024-08-14,2024-10-06,53.0
OPP-00413,Negotiation,2024-10-06,2024-11-12,37.0
OPP-00414,Discovery,2024-10-08,2024-10-10,2.0
OPP-00414,Qualification,2024-10-10,2024-10-17,7.0
OPP-00414,Proof of Concept,2024-10-17,2024-11-08,22.0
OPP-00414,Negotiation,2024-11-08,2024-11-25,17.0
OPP-00415,Discovery,2024-10-10,2024-10-15,5.0
OPP-00415,Qualification,2024-10-15,2024-10-26,11.0
OPP-00415,Proof of Concept,2024-10-26,2024-11-07,12.0
OPP-00415,Negotiation,2024-11-07,2024-11-26,19.0
OPP-00416,Discovery,2024-09-19,2024-09-24,5.0
OPP-00416,Qualification,2024-09-24,2024-10-09,15.0
OPP-00416,Proof of Concept,2024-10-09,2024-10-26,17.0
OPP-00416,Negotiation,2024-10-26,2024-11-06,11.0
OPP-00417,Discovery,2024-07-28,2024-08-06,9.0
OPP-00417,Qualification,2024-08-06,2024-08-19,13.0
OPP-00417,Proof of Concept,2024-08-19,2024-11-18,91.0
OPP-00417,Negotiation,2024-11-18,2024-11-26,8.0
OPP-00418,Discovery,2024-10-15,2024-10-19,4.0
OPP-00418,Qualification,2024-10-19,2024-10-27,8.0
OPP-00418,Proof of Concept,2024-10-27,2024-11-06,10.0
OPP-00418,Negotiation,2024-11-06,2024-11-12,6.0
OPP-00419,Discovery,2024-10-22,2024-10-23,1.0
OPP-00419,Qualification,2024-10-23,2024-11-01,9.0
OPP-00419,Proof of Concept,2024-11-01,2024-11-11,10.0
OPP-00419,Negotiation,2024-11-11,2024-11-16,5.0
OPP-00420,Discovery,2024-10-29,2024-11-02,4.0
OPP-00420,Qualification,2024-11-02,2024-11-06,4.0
OPP-00420,Proof of Concept,2024-11-06,2024-11-08,2.0
OPP-00420,Negotiation,2024-11-08,2024-11-23,15.0
OPP-00421,Discovery,2024-08-09,2024-08-14,5.0
OPP-00421,Qualification,2024-08-14,2024-08-22,8.0
OPP-00421,Proof of Concept,2024-08-22,2024-10-19,58.0
OPP-00421,Negotiation,2024-10-19,2024-11-06,18.0
OPP-00422,Discovery,2024-10-08,2024-10-16,8.0
OPP-00422,Qualification,2024-10-16,2024-10-22,6.0
OPP-00422,Proof of Concept,2024-10-22,2024-10-29,7.0
OPP-00422,Negotiation,2024-10-29,2024-11-03,5.0
OPP-00423,Discovery,2024-09-30,2024-10-03,3.0
OPP-00423,Qualification,2024-10-03,2024-10-13,10.0
OPP-00423,Proof of Concept,2024-10-13,2024-10-26,13.0
OPP-00423,Negotiation,2024-10-26,2024-11-07,12.0
OPP-00424,Discovery,2024-08-13,2024-08-21,8.0
OPP-00424,Qualification,2024-08-21,2024-09-04,14.0
OPP-00424,Proof of Concept,2024-09-04,2024-09-26,22.0
OPP-00424,Negotiation,2024-09-26,2024-11-04,39.0
OPP-00425,Discovery,2024-09-19,2024-10-03,14.0
OPP-00425,Qualification,2024-10-03,2024-10-05,2.0
OPP-00425,Proof of Concept,2024-10-05,2024-10-23,18.0
OPP-00425,Negotiation,2024-10-23,2024-11-04,12.0
OPP-00426,Discovery,2024-11-10,2024-11-12,2.0
OPP-00426,Qualification,2024-11-12,2024-11-17,5.0
OPP-00426,Proof of Concept,2024-11-17,2024-11-30,13.0
OPP-00426,Negotiation,2024-11-30,2024-12-06,6.0
OPP-00427,Discovery,2024-11-27,2024-12-08,11.0
OPP-00427,Qualification,2024-12-08,2024-12-16,8.0
OPP-00427,Proof of Concept,2024-12-16,2024-12-23,7.0
OPP-00427,Negotiation,2024-12-23,2024-12-24,1.0
OPP-00428,Discovery,2024-11-19,2024-11-29,10.0
OPP-00428,Qualification,2024-11-29,2024-12-07,8.0
OPP-00428,Proof of Concept,2024-12-07,2024-12-22,15.0
OPP-00428,Negotiation,2024-12-22,2024-12-27,5.0
OPP-00429,Discovery,2024-10-05,2024-10-07,2.0
OPP-00429,Qualification,2024-10-07,2024-10-17,10.0
OPP-00429,Proof of Concept,2024-10-17,2024-11-16,30.0
OPP-00429,Negotiation,2024-11-16,2024-12-09,23.0
OPP-00430,Discovery,2024-10-25,2024-11-03,9.0
OPP-00430,Qualification,2024-11-03,2024-11-11,8.0
OPP-00430,Proof of Concept,2024-11-11,2024-11-18,7.0
OPP-00430,Negotiation,2024-11-18,2024-12-02,14.0
OPP-00431,Discovery,2024-10-03,2024-10-10,7.0
OPP-00431,Qualification,2024-10-10,2024-10-22,12.0
OPP-00431,Proof of Concept,2024-10-22,2024-11-26,35.0
OPP-00431,Negotiation,2024-11-26,2024-12-05,9.0
OPP-00432,Discovery,2024-10-16,2024-10-18,2.0
OPP-00432,Qualification,2024-10-18,2024-10-26,8.0
OPP-00432,Proof of Concept,2024-10-26,2024-11-25,30.0
OPP-00432,Negotiation,2024-11-25,2024-12-01,6.0
OPP-00433,Discovery,2024-11-09,2024-11-12,3.0
OPP-00433,Qualification,2024-11-12,2024-11-17,5.0
OPP-00433,Proof of Concept,2024-11-17,2024-12-14,27.0
OPP-00433,Negotiation,2024-12-14,2024-12-17,3.0
OPP-00434,Discovery,2024-11-25,2024-12-10,15.0
OPP-00434,Qualification,2024-12-10,2024-12-15,5.0
OPP-00434,Proof of Concept,2024-12-15,2024-12-17,2.0
OPP-00434,Negotiation,2024-12-17,2024-12-19,2.0
OPP-00435,Discovery,2024-12-05,2024-12-06,1.0
OPP-00435,Qualification,2024-12-06,2024-12-09,3.0
OPP-00435,Proof of Concept,2024-12-09,2024-12-18,9.0
OPP-00435,Negotiation,2024-12-18,2024-12-22,4.0
OPP-00436,Discovery,2024-11-27,2024-12-08,11.0
OPP-00436,Qualification,2024-12-08,2024-12-12,4.0
OPP-00436,Proof of Concept,2024-12-12,2024-12-17,5.0
OPP-00436,Negotiation,2024-12-17,2024-12-27,10.0
OPP-00437,Discovery,2024-11-15,2024-11-17,2.0
OPP-00437,Qualification,2024-11-17,2024-11-20,3.0
OPP-00437,Proof of Concept,2024-11-20,2024-11-26,6.0
OPP-00437,Negotiation,2024-11-26,2024-12-04,8.0
OPP-00438,Discovery,2024-08-31,2024-09-19,19.0
OPP-00438,Qualification,2024-09-19,2024-10-10,21.0
OPP-00438,Proof of Concept,2024-10-10,2024-10-30,20.0
OPP-00438,Negotiation,2024-10-30,2024-12-21,52.0
OPP-00439,Discovery,2024-11-03,2024-11-08,5.0
OPP-00439,Qualification,2024-11-08,2024-11-18,10.0
OPP-00439,Proof of Concept,2024-11-18,2024-12-04,16.0
OPP-00439,Negotiation,2024-12-04,2024-12-15,11.0
OPP-00440,Discovery,2024-11-11,2024-11-20,9.0
OPP-00440,Qualification,2024-11-20,2024-11-27,7.0
OPP-00440,Proof of Concept,2024-11-27,2024-12-01,4.0
OPP-00440,Negotiation,2024-12-01,2024-12-05,4.0
OPP-00441,Discovery,2024-11-12,2024-11-17,5.0
OPP-00441,Qualification,2024-11-17,2024-12-02,15.0
OPP-00441,Proof of Concept,2024-12-02,2024-12-25,23.0
OPP-00441,Negotiation,2024-12-25,2024-12-26,1.0
OPP-00442,Discovery,2024-10-07,2024-10-25,18.0
OPP-00442,Qualification,2024-10-25,2024-10-26,1.0
OPP-00442,Proof of Concept,2024-10-26,2024-11-03,8.0
OPP-00442,Negotiation,2024-11-03,2024-12-02,29.0
OPP-00443,Discovery,2024-11-27,2024-11-29,2.0
OPP-00443,Qualification,2024-11-29,2024-12-06,7.0
OPP-00443,Proof of Concept,2024-12-06,2024-12-13,7.0
OPP-00443,Negotiation,2024-12-13,2024-12-17,4.0
OPP-00444,Discovery,2024-11-13,2024-11-26,13.0
