customer_id,event_date,event_type,mrr_delta,reason
CUST-1288,2024-03-04,signup,9000.0,New Mid-Market customer via Event/Conference
CUST-1289,2024-03-16,signup,750.0,New SMB customer via Event/Conference
CUST-1290,2024-03-21,signup,600.0,New SMB customer via Outbound Sales
CUST-1291,2024-03-22,signup,250.0,New SMB customer via Outbound Sales
CUST-1292,2024-03-12,signup,1680.0,New SMB customer via Partner Referral
CUST-1293,2024-03-12,signup,99000.0,New Enterprise customer via Outbound Sales
CUST-1294,2024-03-23,signup,7440.0,New Mid-Market customer via Inbound Marketing
CUST-1295,2024-03-06,signup,250.0,New SMB customer via Event/Conference
CUST-1296,2024-03-05,signup,1560.0,New SMB customer via Inbound Marketing
CUST-1297,2024-03-24,signup,600.0,New SMB customer via Inbound Marketing
CUST-1298,2024-03-07,signup,75000.0,New Enterprise customer via Inbound Marketing
CUST-1015,2024-03-15,upgrade,240.0,Seat expansion to 18
CUST-1082,2024-03-15,upgrade,6240.0,Seat expansion to 396
CUST-1090,2024-03-15,upgrade,480.0,Seat expansion to 53
CUST-1104,2024-03-15,downgrade,-100.0,Seat contraction to 9
CUST-1105,2024-03-15,churn,-960.0,Cancellation
CUST-1116,2024-03-15,downgrade,0.0,Seat contraction to 3
CUST-1127,2024-03-15,downgrade,-150.0,Seat contraction to 12
CUST-1148,2024-03-15,upgrade,2600.0,Seat expansion to 368
CUST-1149,2024-03-15,churn,-960.0,Cancellation
CUST-1163,2024-03-15,upgrade,3000.0,Seat expansion to 267
CUST-1179,2024-03-15,upgrade,240.0,Seat expansion to 18
CUST-1299,2024-04-13,signup,2000.0,New Mid-Market customer via Self-Serve Promo
CUST-1300,2024-04-06,signup,600.0,New SMB customer via Outbound Sales
CUST-1301,2024-04-04,signup,300.0,New SMB customer via Outbound Sales
CUST-1302,2024-04-07,signup,400.0,New SMB customer via Event/Conference
CUST-1303,2024-04-25,signup,400.0,New SMB customer via Self-Serve Promo
CUST-1304,2024-04-15,signup,1680.0,New SMB customer via Outbound Sales
CUST-1305,2024-04-26,signup,2880.0,New Mid-Market customer via Outbound Sales
CUST-1306,2024-04-02,signup,4920.0,New Mid-Market customer via Inbound Marketing
CUST-1307,2024-04-14,signup,350.0,New SMB customer via Outbound Sales
CUST-1308,2024-04-22,signup,1200.0,New SMB customer via Self-Serve Promo
CUST-1309,2024-04-22,signup,350.0,New SMB customer via Inbound Marketing
CUST-1310,2024-04-10,signup,7080.0,New Mid-Market customer via Event/Conference
CUST-1311,2024-04-24,signup,68750.0,New Enterprise customer via Outbound Sales
CUST-1312,2024-04-22,signup,1560.0,New SMB customer via Event/Conference
CUST-1313,2024-04-23,signup,750.0,New SMB customer via Partner Referral
CUST-1314,2024-04-13,signup,3360.0,New Mid-Market customer via Inbound Marketing
CUST-1315,2024-04-26,signup,4800.0,New Mid-Market customer via Outbound Sales
CUST-1316,2024-04-20,signup,1440.0,New SMB customer via Event/Conference
CUST-1317,2024-04-07,signup,650.0,New SMB customer via Self-Serve Promo
CUST-1318,2024-04-26,signup,8760.0,New Mid-Market customer via Partner Referral
CUST-1088,2024-04-15,upgrade,150.0,Seat expansion to 14
CUST-1090,2024-04-15,upgrade,480.0,Seat expansion to 57
CUST-1095,2024-04-15,downgrade,-1080.0,Seat contraction to 53
CUST-1099,2024-04-15,upgrade,480.0,Seat expansion to 36
CUST-1114,2024-04-15,upgrade,14000.0,Seat expansion to 333
CUST-1123,2024-04-15,churn,-1440.0,Cancellation
CUST-1135,2024-04-15,upgrade,50.0,Seat expansion to 5
CUST-1154,2024-04-15,upgrade,50.0,Seat expansion to 17
CUST-1157,2024-04-15,churn,-1320.0,Cancellation
CUST-1162,2024-04-15,downgrade,-50.0,Seat contraction to 7
CUST-1171,2024-04-15,downgrade,-50.0,Seat contraction to 5
CUST-1191,2024-04-15,upgrade,360.0,Seat expansion to 18
CUST-1229,2024-04-15,upgrade,120.0,Seat expansion to 5
CUST-1241,2024-04-15,churn,-500.0,Cancellation
CUST-1245,2024-04-15,upgrade,750.0,Seat expansion to 15
CUST-1293,2024-04-15,upgrade,11000.0,Seat expansion to 440
CUST-1319,2024-05-24,signup,150.0,New SMB customer via Partner Referral
CUST-1320,2024-05-05,signup,840.0,New SMB customer via Outbound Sales
CUST-1321,2024-05-03,signup,200.0,New SMB customer via Outbound Sales
CUST-1322,2024-05-15,signup,11760.0,New Enterprise customer via Outbound Sales
CUST-1323,2024-05-18,signup,8250.0,New Mid-Market customer via Partner Referral
CUST-1324,2024-05-02,signup,600.0,New SMB customer via Inbound Marketing
CUST-1325,2024-05-23,signup,650.0,New SMB customer via Outbound Sales
CUST-1326,2024-05-06,signup,6720.0,New Mid-Market customer via Outbound Sales
CUST-1327,2024-05-16,signup,750.0,New SMB customer via Event/Conference
CUST-1328,2024-05-25,signup,500.0,New SMB customer via Partner Referral
CUST-1329,2024-05-13,signup,600.0,New SMB customer via Partner Referral
CUST-1330,2024-05-21,signup,480.0,New SMB customer via Inbound Marketing
CUST-1331,2024-05-14,signup,500.0,New SMB customer via Self-Serve Promo
CUST-1332,2024-05-27,signup,750.0,New SMB customer via Inbound Marketing
CUST-1333,2024-05-14,signup,840.0,New SMB customer via Inbound Marketing
CUST-1334,2024-05-04,signup,750.0,New SMB customer via Outbound Sales
CUST-1335,2024-05-01,signup,1440.0,New SMB customer via Self-Serve Promo
CUST-1336,2024-05-06,signup,2880.0,New Mid-Market customer via Outbound Sales
CUST-1337,2024-05-25,signup,300.0,New SMB customer via Self-Serve Promo
CUST-1338,2024-05-20,signup,7320.0,New Mid-Market customer via Event/Conference
CUST-1003,2024-05-15,upgrade,360.0,Seat expansion to 51
CUST-1012,2024-05-15,churn,-1320.0,Cancellation
CUST-1016,2024-05-15,upgrade,50.0,Seat expansion to 14
CUST-1047,2024-05-15,churn,-1800.0,Cancellation
CUST-1065,2024-05-15,downgrade,-50.0,Seat contraction to 10
CUST-1106,2024-05-15,upgrade,1200.0,Seat expansion to 60
CUST-1113,2024-05-15,upgrade,200.0,Seat expansion to 37
CUST-1126,2024-05-15,downgrade,-1200.0,Seat contraction to 63
CUST-1136,2024-05-15,upgrade,50.0,Seat expansion to 15
CUST-1187,2024-05-15,upgrade,50.0,Seat expansion to 8
CUST-1214,2024-05-15,downgrade,-50.0,Seat contraction to 11
CUST-1221,2024-05-15,churn,-2880.0,Cancellation
CUST-1228,2024-05-15,churn,-3450.0,Cancellation
CUST-1233,2024-05-15,downgrade,-120.0,Seat contraction to 2
CUST-1236,2024-05-15,upgrade,50.0,Seat expansion to 11
CUST-1248,2024-05-15,upgrade,50.0,Seat expansion to 12
CUST-1258,2024-05-15,downgrade,-150.0,Seat contraction to 12
CUST-1285,2024-05-15,churn,-4320.0,Cancellation
CUST-1339,2024-06-27,signup,750.0,New SMB customer via Inbound Marketing
CUST-1340,2024-06-11,signup,6360.0,New Mid-Market customer via Event/Conference
CUST-1341,2024-06-27,signup,2000.0,New SMB customer via Inbound Marketing
CUST-1342,2024-06-03,signup,650.0,New SMB customer via Inbound Marketing
CUST-1343,2024-06-10,signup,1560.0,New SMB customer via Inbound Marketing
CUST-1344,2024-06-02,signup,200.0,New SMB customer via Event/Conference
CUST-1345,2024-06-05,signup,200.0,New SMB customer via Outbound Sales
CUST-1346,2024-06-22,signup,300.0,New SMB customer via Outbound Sales
CUST-1347,2024-06-12,signup,550.0,New SMB customer via Partner Referral
CUST-1348,2024-06-17,signup,3150.0,New Mid-Market customer via Outbound Sales
CUST-1349,2024-06-20,signup,200.0,New SMB customer via Outbound Sales
CUST-1350,2024-06-21,signup,750.0,New SMB customer via Inbound Marketing
CUST-1351,2024-06-01,signup,840.0,New SMB customer via Inbound Marketing
CUST-1352,2024-06-06,signup,1320.0,New SMB customer via Self-Serve Promo
CUST-1353,2024-06-02,signup,250.0,New SMB customer via Partner Referral
CUST-1354,2024-06-16,signup,960.0,New SMB customer via Outbound Sales
CUST-1355,2024-06-26,signup,11500.0,New Mid-Market customer via Outbound Sales
CUST-1356,2024-06-06,signup,80750.0,New Enterprise customer via Event/Conference
CUST-1357,2024-06-12,signup,5280.0,New Mid-Market customer via Partner Referral
CUST-1358,2024-06-05,signup,2880.0,New Mid-Market customer via Outbound Sales
CUST-1020,2024-06-15,churn,-7440.0,Cancellation
CUST-1037,2024-06-15,upgrade,120.0,Seat expansion to 7
CUST-1044,2024-06-15,upgrade,250.0,Seat expansion to 59
CUST-1059,2024-06-15,downgrade,-1200.0,Seat contraction to 51
CUST-1081,2024-06-15,churn,-2160.0,Cancellation
CUST-1091,2024-06-15,upgrade,50.0,Seat expansion to 10
CUST-1092,2024-06-15,upgrade,1440.0,Seat expansion to 84
CUST-1099,2024-06-15,upgrade,240.0,Seat expansion to 38
CUST-1112,2024-06-15,upgrade,250.0,Seat expansion to 11
CUST-1122,2024-06-15,upgrade,1560.0,Seat expansion to 71
CUST-1131,2024-06-15,churn,-400.0,Cancellation
CUST-1170,2024-06-15,upgrade,150.0,Seat expansion to 15
CUST-1171,2024-06-15,upgrade,50.0,Seat expansion to 6
CUST-1177,2024-06-15,upgrade,100.0,Seat expansion to 18
CUST-1227,2024-06-15,downgrade,-100.0,Seat contraction to 13
CUST-1229,2024-06-15,churn,-600.0,Cancellation
CUST-1245,2024-06-15,upgrade,250.0,Seat expansion to 16
CUST-1279,2024-06-15,churn,-600.0,Cancellation
CUST-1286,2024-06-15,upgrade,50.0,Seat expansion to 4
CUST-1313,2024-06-15,upgrade,150.0,Seat expansion to 18
CUST-1359,2024-07-20,signup,480.0,New SMB customer via Inbound Marketing
CUST-1360,2024-07-15,signup,600.0,New SMB customer via Inbound Marketing
CUST-1361,2024-07-07,signup,15500.0,New Mid-Market customer via Inbound Marketing
CUST-1362,2024-07-15,signup,3750.0,New SMB customer via Partner Referral
CUST-1363,2024-07-13,signup,400.0,New SMB customer via Inbound Marketing
CUST-1364,2024-07-09,signup,300.0,New SMB customer via Event/Conference
CUST-1365,2024-07-24,signup,22800.0,New Enterprise customer via Partner Referral
CUST-1366,2024-07-15,signup,200.0,New SMB customer via Partner Referral
CUST-1367,2024-07-08,signup,300.0,New SMB customer via Inbound Marketing
CUST-1368,2024-07-12,signup,500.0,New SMB customer via Partner Referral
CUST-1369,2024-07-11,signup,360.0,New SMB customer via Inbound Marketing
CUST-1370,2024-07-24,signup,500.0,New SMB customer via Inbound Marketing
CUST-1371,2024-07-17,signup,3700.0,New Mid-Market customer via Event/Conference
CUST-1372,2024-07-27,signup,8000.0,New Mid-Market customer via Partner Referral
CUST-1373,2024-07-10,signup,650.0,New SMB customer via Inbound Marketing
CUST-1374,2024-07-01,signup,150.0,New SMB customer via Event/Conference
CUST-1375,2024-07-26,signup,600.0,New SMB customer via Outbound Sales
CUST-1376,2024-07-20,signup,1080.0,New SMB customer via Inbound Marketing
CUST-1377,2024-07-13,signup,600.0,New SMB customer via Inbound Marketing
CUST-1378,2024-07-07,signup,1680.0,New SMB customer via Inbound Marketing
CUST-1379,2024-07-19,signup,600.0,New SMB customer via Self-Serve Promo
CUST-1380,2024-07-09,signup,550.0,New SMB customer via Self-Serve Promo
CUST-1381,2024-07-06,signup,3720.0,New Mid-Market customer via Self-Serve Promo
CUST-1382,2024-07-26,signup,350.0,New SMB customer via Self-Serve Promo
CUST-1383,2024-07-17,signup,600.0,New SMB customer via Self-Serve Promo
CUST-1384,2024-07-04,signup,600.0,New SMB customer via Self-Serve Promo
CUST-1385,2024-07-26,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1386,2024-07-23,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1387,2024-07-10,signup,750.0,New SMB customer via Self-Serve Promo
CUST-1388,2024-07-17,signup,480.0,New SMB customer via Self-Serve Promo
CUST-1389,2024-07-21,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1390,2024-07-20,signup,1560.0,New SMB customer via Self-Serve Promo
CUST-1391,2024-07-21,signup,2000.0,New SMB customer via Self-Serve Promo
CUST-1392,2024-07-22,signup,1320.0,New SMB customer via Self-Serve Promo
CUST-1393,2024-07-02,signup,700.0,New SMB customer via Self-Serve Promo
CUST-1394,2024-07-05,signup,720.0,New SMB customer via Self-Serve Promo
CUST-1395,2024-07-12,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1396,2024-07-15,signup,450.0,New SMB customer via Self-Serve Promo
CUST-1397,2024-07-27,signup,5400.0,New Mid-Market customer via Self-Serve Promo
CUST-1398,2024-07-09,signup,480.0,New SMB customer via Self-Serve Promo
CUST-1011,2024-07-15,churn,-2040.0,Cancellation
CUST-1126,2024-07-15,upgrade,1200.0,Seat expansion to 73
CUST-1179,2024-07-15,upgrade,480.0,Seat expansion to 22
CUST-1187,2024-07-15,upgrade,50.0,Seat expansion to 9
CUST-1189,2024-07-15,upgrade,100.0,Seat expansion to 14
CUST-1204,2024-07-15,churn,-5750.0,Cancellation
CUST-1214,2024-07-15,downgrade,-100.0,Seat contraction to 9
CUST-1225,2024-07-15,churn,-700.0,Cancellation
CUST-1245,2024-07-15,upgrade,500.0,Seat expansion to 18
CUST-1271,2024-07-15,churn,-450.0,Cancellation
CUST-1281,2024-07-15,upgrade,360.0,Seat expansion to 29
CUST-1399,2024-08-20,signup,4560.0,New Mid-Market customer via Outbound Sales
CUST-1400,2024-08-08,signup,6120.0,New Mid-Market customer via Outbound Sales
CUST-1401,2024-08-06,signup,720.0,New SMB customer via Event/Conference
CUST-1402,2024-08-20,signup,2500.0,New Mid-Market customer via Inbound Marketing
CUST-1403,2024-08-25,signup,650.0,New SMB customer via Event/Conference
CUST-1404,2024-08-09,signup,2520.0,New Mid-Market customer via Event/Conference
CUST-1405,2024-08-07,signup,1680.0,New SMB customer via Outbound Sales
CUST-1406,2024-08-16,signup,150.0,New SMB customer via Partner Referral
CUST-1407,2024-08-04,signup,11000.0,New Mid-Market customer via Self-Serve Promo
CUST-1408,2024-08-13,signup,350.0,New SMB customer via Outbound Sales
CUST-1409,2024-08-17,signup,300.0,New SMB customer via Outbound Sales
CUST-1410,2024-08-08,signup,350.0,New SMB customer via Self-Serve Promo
CUST-1411,2024-08-02,signup,840.0,New SMB customer via Event/Conference
CUST-1412,2024-08-12,signup,36240.0,New Enterprise customer via Inbound Marketing
CUST-1413,2024-08-24,signup,7800.0,New Mid-Market customer via Inbound Marketing
CUST-1414,2024-08-02,signup,13000.0,New Mid-Market customer via Event/Conference
CUST-1415,2024-08-12,signup,450.0,New SMB customer via Event/Conference
CUST-1416,2024-08-14,signup,1750.0,New Mid-Market customer via Outbound Sales
CUST-1417,2024-08-20,signup,600.0,New SMB customer via Outbound Sales
CUST-1418,2024-08-17,signup,720.0,New SMB customer via Outbound Sales
CUST-1419,2024-08-13,signup,3240.0,New Mid-Market customer via Self-Serve Promo
CUST-1420,2024-08-08,signup,400.0,New SMB customer via Self-Serve Promo
CUST-1421,2024-08-05,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1422,2024-08-17,signup,300.0,New SMB customer via Self-Serve Promo
CUST-1423,2024-08-08,signup,300.0,New SMB customer via Self-Serve Promo
CUST-1424,2024-08-23,signup,250.0,New SMB customer via Self-Serve Promo
CUST-1425,2024-08-19,signup,200.0,New SMB customer via Self-Serve Promo
CUST-1426,2024-08-19,signup,350.0,New SMB customer via Self-Serve Promo
CUST-1427,2024-08-24,signup,750.0,New SMB customer via Self-Serve Promo
CUST-1428,2024-08-20,signup,480.0,New SMB customer via Self-Serve Promo
CUST-1429,2024-08-14,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1430,2024-08-03,signup,200.0,New SMB customer via Self-Serve Promo
CUST-1431,2024-08-10,signup,150.0,New SMB customer via Self-Serve Promo
CUST-1432,2024-08-24,signup,450.0,New SMB customer via Self-Serve Promo
CUST-1433,2024-08-19,signup,400.0,New SMB customer via Self-Serve Promo
CUST-1434,2024-08-08,signup,300.0,New SMB customer via Self-Serve Promo
CUST-1435,2024-08-16,signup,700.0,New SMB customer via Self-Serve Promo
CUST-1436,2024-08-27,signup,1750.0,New SMB customer via Self-Serve Promo
CUST-1437,2024-08-22,signup,250.0,New SMB customer via Self-Serve Promo
CUST-1438,2024-08-21,signup,700.0,New SMB customer via Self-Serve Promo
CUST-1007,2024-08-15,upgrade,50.0,Seat expansion to 10
CUST-1058,2024-08-15,churn,-350.0,Cancellation
CUST-1068,2024-08-15,upgrade,960.0,Seat expansion to 43
CUST-1110,2024-08-15,downgrade,-120.0,Seat contraction to 11
CUST-1130,2024-08-15,upgrade,14250.0,Seat expansion to 287
CUST-1135,2024-08-15,upgrade,50.0,Seat expansion to 6
CUST-1146,2024-08-15,upgrade,240.0,Seat expansion to 27
CUST-1176,2024-08-15,churn,-200.0,Cancellation
CUST-1189,2024-08-15,upgrade,50.0,Seat expansion to 15
CUST-1205,2024-08-15,upgrade,960.0,Seat expansion to 53
CUST-1211,2024-08-15,upgrade,50.0,Seat expansion to 5
CUST-1266,2024-08-15,upgrade,240.0,Seat expansion to 43
CUST-1296,2024-08-15,upgrade,360.0,Seat expansion to 16
CUST-1299,2024-08-15,downgrade,-300.0,Seat contraction to 34
CUST-1306,2024-08-15,upgrade,600.0,Seat expansion to 46
CUST-1348,2024-08-15,upgrade,650.0,Seat expansion to 76
CUST-1367,2024-08-15,upgrade,50.0,Seat expansion to 7
CUST-1393,2024-08-15,downgrade,-100.0,Seat contraction to 12
CUST-1439,2024-09-12,signup,11250.0,New Mid-Market customer via Partner Referral
CUST-1440,2024-09-04,signup,450.0,New SMB customer via Outbound Sales
CUST-1441,2024-09-03,signup,1560.0,New SMB customer via Outbound Sales
CUST-1442,2024-09-08,signup,600.0,New SMB customer via Partner Referral
CUST-1443,2024-09-19,signup,8520.0,New Mid-Market customer via Inbound Marketing
CUST-1444,2024-09-11,signup,1200.0,New SMB customer via Inbound Marketing
CUST-1445,2024-09-16,signup,650.0,New SMB customer via Inbound Marketing
CUST-1446,2024-09-17,signup,400.0,New SMB customer via Inbound Marketing
CUST-1447,2024-09-17,signup,1920.0,New Mid-Market customer via Partner Referral
CUST-1448,2024-09-09,signup,300.0,New SMB customer via Event/Conference
CUST-1449,2024-09-17,signup,840.0,New SMB customer via Self-Serve Promo
CUST-1450,2024-09-10,signup,840.0,New SMB customer via Event/Conference
CUST-1451,2024-09-11,signup,250.0,New SMB customer via Outbound Sales
CUST-1452,2024-09-02,signup,450.0,New SMB customer via Outbound Sales
CUST-1453,2024-09-17,signup,3550.0,New Mid-Market customer via Event/Conference
CUST-1454,2024-09-18,signup,960.0,New SMB customer via Event/Conference
CUST-1455,2024-09-01,signup,250.0,New SMB customer via Event/Conference
CUST-1456,2024-09-17,signup,3600.0,New Mid-Market customer via Outbound Sales
CUST-1457,2024-09-12,signup,550.0,New SMB customer via Partner Referral
CUST-1458,2024-09-01,signup,200.0,New SMB customer via Event/Conference
CUST-1459,2024-09-10,signup,650.0,New SMB customer via Self-Serve Promo
CUST-1460,2024-09-26,signup,17500.0,New Mid-Market customer via Self-Serve Promo
CUST-1461,2024-09-01,signup,450.0,New SMB customer via Self-Serve Promo
CUST-1462,2024-09-22,signup,500.0,New SMB customer via Self-Serve Promo
CUST-1463,2024-09-15,signup,200.0,New SMB customer via Self-Serve Promo
CUST-1464,2024-09-15,signup,750.0,New SMB customer via Self-Serve Promo
CUST-1465,2024-09-19,signup,5760.0,New Mid-Market customer via Self-Serve Promo
CUST-1466,2024-09-17,signup,300.0,New SMB customer via Self-Serve Promo
CUST-1467,2024-09-02,signup,450.0,New SMB customer via Self-Serve Promo
CUST-1468,2024-09-18,signup,550.0,New SMB customer via Self-Serve Promo
CUST-1469,2024-09-24,signup,650.0,New SMB customer via Self-Serve Promo
CUST-1470,2024-09-20,signup,750.0,New SMB customer via Self-Serve Promo
CUST-1471,2024-09-13,signup,250.0,New SMB customer via Self-Serve Promo
CUST-1472,2024-09-23,signup,600.0,New SMB customer via Self-Serve Promo
CUST-1473,2024-09-26,signup,1200.0,New SMB customer via Self-Serve Promo
CUST-1474,2024-09-03,signup,550.0,New SMB customer via Self-Serve Promo
CUST-1475,2024-09-24,signup,300.0,New SMB customer via Self-Serve Promo
CUST-1476,2024-09-09,signup,450.0,New SMB customer via Self-Serve Promo
CUST-1477,2024-09-26,signup,17500.0,New Mid-Market customer via Self-Serve Promo
CUST-1478,2024-09-10,signup,750.0,New SMB customer via Self-Serve Promo
CUST-1016,2024-09-15,downgrade,-100.0,Seat contraction to 12
CUST-1039,2024-09-15,downgrade,-50.0,Seat contraction to 6
CUST-1079,2024-09-15,churn,-9480.0,Cancellation
CUST-1102,2024-09-15,upgrade,50.0,Seat expansion to 7
CUST-1163,2024-09-15,upgrade,2280.0,Seat expansion to 286
CUST-1194,2024-09-15,upgrade,100.0,Seat expansion to 12
CUST-1237,2024-09-15,downgrade,-960.0,Seat contraction to 54
CUST-1245,2024-09-15,churn,-4500.0,Cancellation
CUST-1248,2024-09-15,downgrade,-50.0,Seat contraction to 11
CUST-1253,2024-09-15,churn,-9500.0,Cancellation
CUST-1321,2024-09-15,upgrade,50.0,Seat expansion to 5
CUST-1329,2024-09-15,upgrade,100.0,Seat expansion to 14
CUST-1346,2024-09-15,upgrade,50.0,Seat expansion to 7
CUST-1347,2024-09-15,churn,-550.0,Cancellation
CUST-1360,2024-09-15,churn,-600.0,Cancellation
CUST-1370,2024-09-15,churn,-500.0,Cancellation
CUST-1385,2024-09-15,churn,-150.0,Cancellation
CUST-1391,2024-09-15,downgrade,-250.0,Seat contraction to 7
CUST-1408,2024-09-15,upgrade,50.0,Seat expansion to 8
CUST-1418,2024-09-15,churn,-720.0,Cancellation
CUST-1423,2024-09-15,upgrade,50.0,Seat expansion to 7
CUST-1430,2024-09-15,churn,-200.0,Cancellation
CUST-1438,2024-09-15,churn,-700.0,Cancellation
CUST-1479,2024-10-24,signup,650.0,New SMB customer via Outbound Sales
CUST-1480,2024-10-07,signup,450.0,New SMB customer via Inbound Marketing
CUST-1481,2024-10-24,signup,3840.0,New Mid-Market customer via Self-Serve Promo
CUST-1482,2024-10-05,signup,8160.0,New Mid-Market customer via Self-Serve Promo
CUST-1483,2024-10-13,signup,360.0,New SMB customer via Event/Conference
CUST-1484,2024-10-09,signup,400.0,New SMB customer via Outbound Sales
CUST-1485,2024-10-22,signup,500.0,New SMB customer via Outbound Sales
CUST-1486,2024-10-16,signup,150.0,New SMB customer via Inbound Marketing
CUST-1487,2024-10-13,signup,200.0,New SMB customer via Inbound Marketing
CUST-1488,2024-10-08,signup,1440.0,New SMB customer via Event/Conference
CUST-1489,2024-10-19,signup,600.0,New SMB customer via Self-Serve Promo
CUST-1490,2024-10-07,signup,11500.0,New Mid-Market customer via Inbound Marketing
CUST-1491,2024-10-11,signup,750.0,New SMB customer via Event/Conference
CUST-1492,2024-10-16,signup,1320.0,New SMB customer via Inbound Marketing
CUST-1493,2024-10-18,signup,2450.0,New Mid-Market customer via Outbound Sales
CUST-1494,2024-10-26,signup,720.0,New SMB customer via Outbound Sales
CUST-1495,2024-10-14,signup,60750.0,New Enterprise customer via Outbound Sales
CUST-1496,2024-10-23,signup,840.0,New SMB customer via Outbound Sales
CUST-1497,2024-10-09,signup,600.0,New SMB customer via Event/Conference
CUST-1498,2024-10-02,signup,350.0,New SMB customer via Inbound Marketing
CUST-1499,2024-10-05,signup,1080.0,New SMB customer via Outbound Sales
CUST-1500,2024-10-21,signup,1800.0,New Mid-Market customer via Outbound Sales
CUST-1501,2024-10-03,signup,480.0,New SMB customer via Self-Serve Promo
CUST-1019,2024-10-15,upgrade,10750.0,Seat expansion to 372
CUST-1140,2024-10-15,downgrade,-50.0,Seat contraction to 13
CUST-1146,2024-10-15,upgrade,240.0,Seat expansion to 29
CUST-1184,2024-10-15,churn,-700.0,Cancellation
CUST-1186,2024-10-15,upgrade,120.0,Seat expansion to 13
CUST-1230,2024-10-15,upgrade,200.0,Seat expansion to 19
CUST-1369,2024-10-15,upgrade,120.0,Seat expansion to 4
CUST-1380,2024-10-15,churn,-550.0,Cancellation
CUST-1388,2024-10-15,churn,-480.0,Cancellation
CUST-1396,2024-10-15,churn,-450.0,Cancellation
CUST-1462,2024-10-15,churn,-500.0,Cancellation
CUST-1469,2024-10-15,downgrade,-100.0,Seat contraction to 11
CUST-1502,2024-11-16,signup,7560.0,New Mid-Market customer via Partner Referral
CUST-1503,2024-11-02,signup,1920.0,New Mid-Market customer via Outbound Sales
CUST-1504,2024-11-08,signup,2000.0,New SMB customer via Event/Conference
CUST-1505,2024-11-10,signup,6120.0,New Mid-Market customer via Outbound Sales
CUST-1506,2024-11-22,signup,450.0,New SMB customer via Outbound Sales
CUST-1507,2024-11-19,signup,300.0,New SMB customer via Outbound Sales
CUST-1508,2024-11-13,signup,750.0,New SMB customer via Event/Conference
CUST-1509,2024-11-10,signup,7920.0,New Mid-Market customer via Inbound Marketing
CUST-1510,2024-11-13,signup,39120.0,New Enterprise customer via Inbound Marketing
CUST-1511,2024-11-05,signup,1560.0,New SMB customer via Inbound Marketing
CUST-1512,2024-11-12,signup,850.0,New Mid-Market customer via Partner Referral
CUST-1513,2024-11-25,signup,200.0,New SMB customer via Inbound Marketing
CUST-1514,2024-11-26,signup,2750.0,New SMB customer via Event/Conference
CUST-1515,2024-11-06,signup,480.0,New SMB customer via Event/Conference
CUST-1516,2024-11-26,signup,5160.0,New Mid-Market customer via Partner Referral
CUST-1517,2024-11-12,signup,840.0,New SMB customer via Outbound Sales
CUST-1518,2024-11-16,signup,300.0,New SMB customer via Inbound Marketing
CUST-1519,2024-11-23,signup,350.0,New SMB customer via Inbound Marketing
CUST-1520,2024-11-06,signup,7320.0,New Mid-Market customer via Partner Referral
CUST-1521,2024-11-03,signup,450.0,New SMB customer via Inbound Marketing
CUST-1522,2024-11-07,signup,480.0,New SMB customer via Inbound Marketing
CUST-1523,2024-11-04,signup,700.0,New SMB customer via Outbound Sales
CUST-1524,2024-11-04,signup,300.0,New SMB customer via Inbound Marketing
CUST-1025,2024-11-15,churn,-300.0,Cancellation
CUST-1036,2024-11-15,upgrade,250.0,Seat expansion to 27
CUST-1049,2024-11-15,upgrade,600.0,Seat expansion to 55
CUST-1063,2024-11-15,upgrade,3250.0,Seat expansion to 250
CUST-1124,2024-11-15,downgrade,-50.0,Seat contraction to 13
CUST-1158,2024-11-15,upgrade,120.0,Seat expansion to 11
CUST-1167,2024-11-15,upgrade,15750.0,Seat expansion to 329
CUST-1191,2024-11-15,churn,-2160.0,Cancellation
CUST-1211,2024-11-15,upgrade,50.0,Seat expansion to 6
CUST-1217,2024-11-15,upgrade,100.0,Seat expansion to 16
CUST-1237,2024-11-15,upgrade,960.0,Seat expansion to 62
CUST-1258,2024-11-15,churn,-600.0,Cancellation
CUST-1288,2024-11-15,churn,-9000.0,Cancellation
CUST-1311,2024-11-15,upgrade,6750.0,Seat expansion to 302
CUST-1322,2024-11-15,upgrade,2760.0,Seat expansion to 121
CUST-1324,2024-11-15,upgrade,100.0,Seat expansion to 14
CUST-1352,2024-11-15,downgrade,-240.0,Seat contraction to 9
CUST-1356,2024-11-15,upgrade,14750.0,Seat expansion to 382
CUST-1359,2024-11-15,downgrade,-120.0,Seat contraction to 3
CUST-1363,2024-11-15,churn,-400.0,Cancellation
CUST-1378,2024-11-15,churn,-1680.0,Cancellation
CUST-1395,2024-11-15,churn,-150.0,Cancellation
CUST-1401,2024-11-15,upgrade,120.0,Seat expansion to 7
CUST-1405,2024-11-15,downgrade,-240.0,Seat contraction to 12
CUST-1417,2024-11-15,churn,-600.0,Cancellation
CUST-1459,2024-11-15,upgrade,100.0,Seat expansion to 15
CUST-1460,2024-11-15,upgrade,1750.0,Seat expansion to 77
CUST-1500,2024-11-15,upgrade,450.0,Seat expansion to 45
