customer_id,month,mrr,seats,plan_tier,status
CUST-1016,2024-01-01,650.0,13,Starter,active
CUST-1017,2024-01-01,500.0,10,Starter,active
CUST-1018,2024-01-01,350.0,7,Starter,active
CUST-1019,2024-01-01,82250.0,329,Scale,active
CUST-1020,2024-01-01,7440.0,62,Growth,active
CUST-1021,2024-01-01,750.0,15,Starter,active
CUST-1022,2024-01-01,8040.0,67,Growth,active
CUST-1024,2024-01-01,450.0,9,Starter,active
CUST-1025,2024-01-01,300.0,6,Starter,active
CUST-1026,2024-01-01,5280.0,44,Growth,active
CUST-1027,2024-01-01,750.0,15,Starter,active
CUST-1028,2024-01-01,960.0,8,Growth,active
CUST-1029,2024-01-01,250.0,5,Starter,active
CUST-1030,2024-01-01,600.0,12,Starter,active
CUST-1032,2024-01-01,720.0,6,Growth,active
CUST-1033,2024-01-01,480.0,4,Growth,active
CUST-1036,2024-01-01,1100.0,22,Starter,active
CUST-1037,2024-01-01,720.0,6,Growth,active
CUST-1039,2024-01-01,350.0,7,Starter,active
CUST-1040,2024-01-01,2900.0,58,Starter,active
CUST-1041,2024-01-01,350.0,7,Starter,active
CUST-1042,2024-01-01,1100.0,22,Starter,active
CUST-1043,2024-01-01,300.0,6,Starter,active
CUST-1044,2024-01-01,2700.0,54,Starter,active
CUST-1045,2024-01-01,750.0,15,Starter,active
CUST-1046,2024-01-01,450.0,9,Starter,active
CUST-1047,2024-01-01,1800.0,15,Growth,active
CUST-1048,2024-01-01,360.0,3,Growth,active
CUST-1049,2024-01-01,6000.0,50,Growth,active
CUST-1050,2024-01-01,200.0,4,Starter,active
CUST-1051,2024-01-01,600.0,12,Starter,active
CUST-1052,2024-01-01,300.0,6,Starter,active
CUST-1054,2024-01-01,2160.0,18,Growth,active
CUST-1056,2024-01-01,500.0,10,Starter,active
CUST-1057,2024-01-01,250.0,5,Starter,active
CUST-1058,2024-01-01,350.0,7,Starter,active
CUST-1059,2024-01-01,7320.0,61,Growth,active
CUST-1060,2024-01-01,700.0,14,Starter,active
CUST-1061,2024-01-01,5400.0,45,Growth,active
CUST-1063,2024-01-01,59250.0,237,Scale,active
CUST-1064,2024-01-01,750.0,15,Starter,active
CUST-1065,2024-01-01,550.0,11,Starter,active
CUST-1066,2024-01-01,1560.0,13,Growth,active
CUST-1067,2024-01-01,750.0,15,Starter,active
CUST-1068,2024-01-01,4200.0,35,Growth,active
CUST-1069,2024-01-01,1200.0,10,Growth,active
CUST-1071,2024-01-01,53250.0,213,Scale,active
CUST-1073,2024-01-01,4080.0,34,Growth,active
CUST-1074,2024-01-01,21000.0,84,Scale,active
CUST-1075,2024-01-01,4000.0,16,Scale,active
CUST-1076,2024-01-01,2400.0,20,Growth,active
CUST-1077,2024-01-01,700.0,14,Starter,active
CUST-1078,2024-01-01,150.0,3,Starter,active
CUST-1079,2024-01-01,9480.0,79,Growth,active
CUST-1081,2024-01-01,2160.0,18,Growth,active
CUST-1082,2024-01-01,41280.0,344,Growth,active
CUST-1083,2024-01-01,1850.0,37,Starter,active
CUST-1084,2024-01-01,900.0,18,Starter,active
CUST-1085,2024-01-01,5640.0,47,Growth,active
CUST-1086,2024-01-01,750.0,15,Starter,active
CUST-1087,2024-01-01,500.0,10,Starter,active
CUST-1088,2024-01-01,550.0,11,Starter,active
CUST-1090,2024-01-01,5880.0,49,Growth,active
CUST-1091,2024-01-01,450.0,9,Starter,active
CUST-1092,2024-01-01,7080.0,59,Growth,active
CUST-1093,2024-01-01,150.0,3,Starter,active
CUST-1095,2024-01-01,7440.0,62,Growth,active
CUST-1096,2024-01-01,200.0,4,Starter,active
CUST-1097,2024-01-01,4080.0,34,Growth,active
CUST-1099,2024-01-01,3840.0,32,Growth,active
CUST-1100,2024-01-01,200.0,4,Starter,active
CUST-1101,2024-01-01,300.0,6,Starter,active
CUST-1102,2024-01-01,300.0,6,Starter,active
CUST-1103,2024-01-01,500.0,10,Starter,active
CUST-1104,2024-01-01,550.0,11,Starter,active
CUST-1105,2024-01-01,960.0,8,Growth,active
CUST-1106,2024-01-01,6000.0,50,Growth,active
CUST-1107,2024-01-01,400.0,8,Starter,active
CUST-1108,2024-01-01,250.0,5,Starter,active
CUST-1109,2024-01-01,1080.0,9,Growth,active
CUST-1110,2024-01-01,1440.0,12,Growth,active
CUST-1111,2024-01-01,2650.0,53,Starter,active
CUST-1112,2024-01-01,2500.0,10,Scale,active
CUST-1113,2024-01-01,1650.0,33,Starter,active
CUST-1114,2024-01-01,69250.0,277,Scale,active
CUST-1115,2024-01-01,720.0,6,Growth,active
CUST-1116,2024-01-01,150.0,3,Starter,active
CUST-1117,2024-01-01,4560.0,38,Growth,active
CUST-1118,2024-01-01,300.0,6,Starter,active
CUST-1119,2024-01-01,1200.0,10,Growth,active
CUST-1120,2024-01-01,700.0,14,Starter,active
CUST-1121,2024-01-01,550.0,11,Starter,active
CUST-1122,2024-01-01,6960.0,58,Growth,active
CUST-1123,2024-01-01,1440.0,12,Growth,active
CUST-1124,2024-01-01,700.0,14,Starter,active
CUST-1125,2024-01-01,700.0,14,Starter,active
CUST-1126,2024-01-01,8760.0,73,Growth,active
CUST-1127,2024-01-01,750.0,15,Starter,active
CUST-1128,2024-01-01,550.0,11,Starter,active
CUST-1129,2024-01-01,1200.0,10,Growth,active
CUST-1130,2024-01-01,57500.0,230,Scale,active
CUST-1131,2024-01-01,400.0,8,Starter,active
CUST-1132,2024-01-01,1200.0,10,Growth,active
CUST-1133,2024-01-01,300.0,6,Starter,active
CUST-1135,2024-01-01,200.0,4,Starter,active
CUST-1136,2024-01-01,700.0,14,Starter,active
CUST-1137,2024-01-01,3360.0,28,Growth,active
CUST-1138,2024-01-01,500.0,10,Starter,active
CUST-1140,2024-01-01,700.0,14,Starter,active
CUST-1141,2024-01-01,550.0,11,Starter,active
CUST-1142,2024-01-01,1680.0,14,Growth,active
CUST-1144,2024-01-01,650.0,13,Starter,active
CUST-1145,2024-01-01,700.0,14,Starter,active
CUST-1146,2024-01-01,3000.0,25,Growth,active
CUST-1147,2024-01-01,650.0,13,Starter,active
CUST-1148,2024-01-01,15800.0,316,Starter,active
CUST-1149,2024-01-01,960.0,8,Growth,active
CUST-1150,2024-01-01,300.0,6,Starter,active
CUST-1151,2024-01-01,700.0,14,Starter,active
CUST-1152,2024-01-01,500.0,10,Starter,active
CUST-1153,2024-01-01,8520.0,71,Growth,active
CUST-1154,2024-01-01,650.0,13,Starter,active
CUST-1155,2024-01-01,720.0,6,Growth,active
CUST-1156,2024-01-01,8040.0,67,Growth,active
CUST-1157,2024-01-01,1320.0,11,Growth,active
CUST-1158,2024-01-01,1200.0,10,Growth,active
CUST-1160,2024-01-01,6960.0,58,Growth,active
CUST-1161,2024-01-01,1080.0,9,Growth,active
CUST-1162,2024-01-01,400.0,8,Starter,active
CUST-1163,2024-01-01,27480.0,229,Growth,active
CUST-1165,2024-01-01,720.0,6,Growth,active
CUST-1166,2024-01-01,480.0,4,Growth,active
CUST-1167,2024-01-01,66500.0,266,Scale,active
CUST-1168,2024-01-01,720.0,6,Growth,active
CUST-1169,2024-01-01,200.0,4,Starter,active
CUST-1170,2024-01-01,600.0,12,Starter,active
CUST-1171,2024-01-01,300.0,6,Starter,active
CUST-1172,2024-01-01,3720.0,31,Growth,active
CUST-1173,2024-01-01,16500.0,66,Scale,active
CUST-1174,2024-01-01,720.0,6,Growth,active
CUST-1175,2024-01-01,400.0,8,Starter,active
CUST-1176,2024-01-01,200.0,4,Starter,active
CUST-1177,2024-01-01,800.0,16,Starter,active
CUST-1178,2024-01-01,800.0,16,Starter,active
CUST-1179,2024-01-01,1920.0,16,Growth,active
CUST-1180,2024-01-01,1200.0,24,Starter,active
CUST-1181,2024-01-01,1560.0,13,Growth,active
CUST-1182,2024-01-01,2000.0,8,Scale,active
CUST-1184,2024-01-01,700.0,14,Starter,active
CUST-1186,2024-01-01,1560.0,13,Growth,active
CUST-1187,2024-01-01,350.0,7,Starter,active
CUST-1188,2024-01-01,1440.0,12,Growth,active
CUST-1189,2024-01-01,600.0,12,Starter,active
CUST-1191,2024-01-01,1800.0,15,Growth,active
CUST-1192,2024-01-01,550.0,11,Starter,active
CUST-1194,2024-01-01,500.0,10,Starter,active
CUST-1195,2024-01-01,600.0,12,Starter,active
CUST-1196,2024-01-01,5040.0,42,Growth,active
CUST-1198,2024-01-01,87250.0,349,Scale,active
CUST-1199,2024-01-01,550.0,11,Starter,active
CUST-1200,2024-01-01,1200.0,10,Growth,active
CUST-1201,2024-01-01,480.0,4,Growth,active
CUST-1202,2024-01-01,3250.0,13,Scale,active
CUST-1203,2024-01-01,720.0,6,Growth,active
CUST-1204,2024-01-01,5750.0,23,Scale,active
CUST-1205,2024-01-01,5400.0,45,Growth,active
CUST-1206,2024-01-01,2750.0,11,Scale,active
CUST-1207,2024-01-01,3960.0,33,Growth,active
CUST-1208,2024-01-01,360.0,3,Growth,active
CUST-1209,2024-01-01,1200.0,10,Growth,active
CUST-1210,2024-01-01,700.0,14,Starter,active
CUST-1211,2024-01-01,200.0,4,Starter,active
CUST-1212,2024-01-01,150.0,3,Starter,active
CUST-1213,2024-01-01,2040.0,17,Growth,active
CUST-1214,2024-01-01,600.0,12,Starter,active
CUST-1215,2024-01-01,550.0,11,Starter,active
CUST-1216,2024-01-01,480.0,4,Growth,active
CUST-1217,2024-01-01,700.0,14,Starter,active
CUST-1218,2024-01-01,8880.0,74,Growth,active
CUST-1219,2024-01-01,4560.0,38,Growth,active
CUST-1220,2024-01-01,150.0,3,Starter,active
CUST-1221,2024-01-01,2880.0,24,Growth,active
CUST-1222,2024-01-01,450.0,9,Starter,active
CUST-1223,2024-01-01,650.0,13,Starter,active
CUST-1224,2024-01-01,450.0,9,Starter,active
CUST-1225,2024-01-01,700.0,14,Starter,active
CUST-1226,2024-01-01,960.0,8,Growth,active
CUST-1227,2024-01-01,750.0,15,Starter,active
CUST-1228,2024-01-01,3450.0,69,Starter,active
CUST-1229,2024-01-01,480.0,4,Growth,active
CUST-1230,2024-01-01,750.0,15,Starter,active
CUST-1231,2024-01-01,8500.0,34,Scale,active
CUST-1232,2024-01-01,750.0,15,Starter,active
CUST-1233,2024-01-01,360.0,3,Growth,active
CUST-1234,2024-01-01,960.0,8,Growth,active
CUST-1235,2024-01-01,350.0,7,Starter,active
CUST-1236,2024-01-01,500.0,10,Starter,active
CUST-1237,2024-01-01,7440.0,62,Growth,active
CUST-1238,2024-01-01,3600.0,30,Growth,active
CUST-1239,2024-01-01,17750.0,71,Scale,active
CUST-1240,2024-01-01,150.0,3,Starter,active
CUST-1241,2024-01-01,500.0,10,Starter,active
CUST-1242,2024-01-01,700.0,14,Starter,active
CUST-1243,2024-01-01,360.0,3,Growth,active
CUST-1244,2024-01-01,250.0,5,Starter,active
CUST-1245,2024-01-01,3000.0,12,Scale,active
CUST-1246,2024-01-01,840.0,7,Growth,active
CUST-1247,2024-01-01,750.0,15,Starter,active
CUST-1248,2024-01-01,550.0,11,Starter,active
CUST-1249,2024-01-01,400.0,8,Starter,active
CUST-1250,2024-01-01,350.0,7,Starter,active
CUST-1251,2024-01-01,1680.0,14,Growth,active
CUST-1252,2024-01-01,2000.0,8,Scale,active
CUST-1253,2024-01-01,9500.0,38,Scale,active
CUST-1254,2024-01-01,1560.0,13,Growth,active
CUST-1255,2024-01-01,7560.0,63,Growth,active
CUST-1256,2024-01-01,750.0,15,Starter,active
CUST-1257,2024-01-01,2640.0,22,Growth,active
CUST-1258,2024-01-01,750.0,15,Starter,active
CUST-1259,2024-01-01,55750.0,223,Scale,active
CUST-1260,2024-01-01,350.0,7,Starter,active
CUST-1001,2024-02-01,4250.0,17,Scale,active
CUST-1002,2024-02-01,3700.0,74,Starter,active
CUST-1003,2024-02-01,5760.0,48,Growth,active
CUST-1004,2024-02-01,550.0,11,Starter,active
CUST-1005,2024-02-01,97000.0,388,Scale,active
CUST-1007,2024-02-01,450.0,9,Starter,active
CUST-1009,2024-02-01,8280.0,69,Growth,active
CUST-1010,2024-02-01,600.0,5,Growth,active
CUST-1011,2024-02-01,2040.0,17,Growth,active
CUST-1012,2024-02-01,1320.0,11,Growth,active
CUST-1013,2024-02-01,400.0,8,Starter,active
CUST-1014,2024-02-01,2450.0,49,Starter,active
CUST-1015,2024-02-01,1920.0,16,Growth,active
CUST-1016,2024-02-01,650.0,13,Starter,active
CUST-1017,2024-02-01,500.0,10,Starter,active
CUST-1018,2024-02-01,350.0,7,Starter,active
CUST-1019,2024-02-01,82250.0,329,Scale,active
CUST-1020,2024-02-01,7440.0,62,Growth,active
CUST-1021,2024-02-01,650.0,13,Starter,active
CUST-1022,2024-02-01,8040.0,67,Growth,active
CUST-1024,2024-02-01,450.0,9,Starter,active
CUST-1025,2024-02-01,300.0,6,Starter,active
CUST-1026,2024-02-01,5280.0,44,Growth,active
CUST-1027,2024-02-01,750.0,15,Starter,active
CUST-1028,2024-02-01,960.0,8,Growth,active
CUST-1029,2024-02-01,250.0,5,Starter,active
CUST-1030,2024-02-01,600.0,12,Starter,active
CUST-1032,2024-02-01,720.0,6,Growth,active
CUST-1033,2024-02-01,480.0,4,Growth,active
CUST-1036,2024-02-01,1100.0,22,Starter,active
CUST-1037,2024-02-01,720.0,6,Growth,active
CUST-1039,2024-02-01,350.0,7,Starter,active
CUST-1040,2024-02-01,3150.0,63,Starter,active
CUST-1041,2024-02-01,350.0,7,Starter,active
CUST-1042,2024-02-01,1100.0,22,Starter,active
CUST-1043,2024-02-01,300.0,6,Starter,active
CUST-1044,2024-02-01,2700.0,54,Starter,active
CUST-1045,2024-02-01,750.0,15,Starter,active
CUST-1046,2024-02-01,450.0,9,Starter,active
CUST-1047,2024-02-01,1800.0,15,Growth,active
CUST-1048,2024-02-01,360.0,3,Growth,active
CUST-1049,2024-02-01,6000.0,50,Growth,active
CUST-1050,2024-02-01,200.0,4,Starter,active
CUST-1051,2024-02-01,600.0,12,Starter,active
CUST-1052,2024-02-01,300.0,6,Starter,active
CUST-1054,2024-02-01,2160.0,18,Growth,active
CUST-1056,2024-02-01,500.0,10,Starter,active
CUST-1057,2024-02-01,300.0,6,Starter,active
CUST-1058,2024-02-01,350.0,7,Starter,active
CUST-1059,2024-02-01,7320.0,61,Growth,active
CUST-1060,2024-02-01,700.0,14,Starter,active
CUST-1061,2024-02-01,5400.0,45,Growth,active
CUST-1063,2024-02-01,59250.0,237,Scale,active
CUST-1064,2024-02-01,750.0,15,Starter,active
CUST-1065,2024-02-01,550.0,11,Starter,active
CUST-1066,2024-02-01,1560.0,13,Growth,active
CUST-1067,2024-02-01,750.0,15,Starter,active
CUST-1068,2024-02-01,4200.0,35,Growth,active
CUST-1069,2024-02-01,1200.0,10,Growth,active
CUST-1071,2024-02-01,53250.0,213,Scale,active
CUST-1073,2024-02-01,4080.0,34,Growth,active
CUST-1074,2024-02-01,21000.0,84,Scale,active
CUST-1075,2024-02-01,4000.0,16,Scale,active
CUST-1076,2024-02-01,2400.0,20,Growth,active
CUST-1077,2024-02-01,700.0,14,Starter,active
CUST-1078,2024-02-01,150.0,3,Starter,active
CUST-1079,2024-02-01,9480.0,79,Growth,active
CUST-1081,2024-02-01,2160.0,18,Growth,active
CUST-1082,2024-02-01,41280.0,344,Growth,active
CUST-1083,2024-02-01,1850.0,37,Starter,active
CUST-1084,2024-02-01,900.0,18,Starter,active
CUST-1085,2024-02-01,5640.0,47,Growth,active
CUST-1086,2024-02-01,750.0,15,Starter,active
CUST-1087,2024-02-01,500.0,10,Starter,active
CUST-1088,2024-02-01,550.0,11,Starter,active
CUST-1090,2024-02-01,5880.0,49,Growth,active
CUST-1091,2024-02-01,450.0,9,Starter,active
CUST-1092,2024-02-01,8640.0,72,Growth,active
CUST-1095,2024-02-01,7440.0,62,Growth,active
CUST-1096,2024-02-01,200.0,4,Starter,active
CUST-1097,2024-02-01,4080.0,34,Growth,active
CUST-1099,2024-02-01,3840.0,32,Growth,active
CUST-1100,2024-02-01,200.0,4,Starter,active
CUST-1101,2024-02-01,300.0,6,Starter,active
CUST-1102,2024-02-01,300.0,6,Starter,active
CUST-1103,2024-02-01,500.0,10,Starter,active
CUST-1104,2024-02-01,550.0,11,Starter,active
CUST-1105,2024-02-01,960.0,8,Growth,active
CUST-1106,2024-02-01,6000.0,50,Growth,active
CUST-1107,2024-02-01,400.0,8,Starter,active
CUST-1108,2024-02-01,250.0,5,Starter,active
CUST-1109,2024-02-01,1080.0,9,Growth,active
CUST-1110,2024-02-01,1440.0,12,Growth,active
CUST-1111,2024-02-01,2650.0,53,Starter,active
CUST-1112,2024-02-01,2500.0,10,Scale,active
CUST-1113,2024-02-01,1650.0,33,Starter,active
CUST-1114,2024-02-01,69250.0,277,Scale,active
CUST-1115,2024-02-01,720.0,6,Growth,active
CUST-1116,2024-02-01,150.0,3,Starter,active
CUST-1117,2024-02-01,4560.0,38,Growth,active
CUST-1118,2024-02-01,300.0,6,Starter,active
CUST-1119,2024-02-01,1200.0,10,Growth,active
CUST-1120,2024-02-01,700.0,14,Starter,active
CUST-1122,2024-02-01,6960.0,58,Growth,active
CUST-1123,2024-02-01,1440.0,12,Growth,active
CUST-1124,2024-02-01,700.0,14,Starter,active
CUST-1125,2024-02-01,700.0,14,Starter,active
CUST-1126,2024-02-01,8760.0,73,Growth,active
CUST-1127,2024-02-01,750.0,15,Starter,active
CUST-1129,2024-02-01,1200.0,10,Growth,active
CUST-1130,2024-02-01,57500.0,230,Scale,active
CUST-1131,2024-02-01,400.0,8,Starter,active
CUST-1132,2024-02-01,1200.0,10,Growth,active
CUST-1133,2024-02-01,300.0,6,Starter,active
CUST-1135,2024-02-01,200.0,4,Starter,active
CUST-1136,2024-02-01,700.0,14,Starter,active
CUST-1137,2024-02-01,3360.0,28,Growth,active
CUST-1138,2024-02-01,500.0,10,Starter,active
CUST-1140,2024-02-01,700.0,14,Starter,active
CUST-1141,2024-02-01,550.0,11,Starter,active
CUST-1142,2024-02-01,1680.0,14,Growth,active
CUST-1144,2024-02-01,650.0,13,Starter,active
CUST-1145,2024-02-01,700.0,14,Starter,active
CUST-1146,2024-02-01,3000.0,25,Growth,active
CUST-1147,2024-02-01,650.0,13,Starter,active
CUST-1148,2024-02-01,15800.0,316,Starter,active
CUST-1149,2024-02-01,960.0,8,Growth,active
CUST-1150,2024-02-01,300.0,6,Starter,active
CUST-1151,2024-02-01,700.0,14,Starter,active
CUST-1152,2024-02-01,500.0,10,Starter,active
CUST-1153,2024-02-01,8520.0,71,Growth,active
CUST-1154,2024-02-01,800.0,16,Starter,active
CUST-1155,2024-02-01,720.0,6,Growth,active
CUST-1156,2024-02-01,8040.0,67,Growth,active
CUST-1157,2024-02-01,1320.0,11,Growth,active
CUST-1158,2024-02-01,1200.0,10,Growth,active
CUST-1160,2024-02-01,6960.0,58,Growth,active
CUST-1161,2024-02-01,1080.0,9,Growth,active
CUST-1162,2024-02-01,400.0,8,Starter,active
CUST-1163,2024-02-01,29040.0,242,Growth,active
CUST-1165,2024-02-01,720.0,6,Growth,active
CUST-1166,2024-02-01,480.0,4,Growth,active
CUST-1167,2024-02-01,66500.0,266,Scale,active
CUST-1168,2024-02-01,720.0,6,Growth,active
CUST-1169,2024-02-01,200.0,4,Starter,active
CUST-1170,2024-02-01,600.0,12,Starter,active
CUST-1171,2024-02-01,300.0,6,Starter,active
CUST-1172,2024-02-01,3720.0,31,Growth,active
CUST-1173,2024-02-01,16500.0,66,Scale,active
CUST-1174,2024-02-01,720.0,6,Growth,active
CUST-1175,2024-02-01,400.0,8,Starter,active
CUST-1176,2024-02-01,200.0,4,Starter,active
CUST-1177,2024-02-01,800.0,16,Starter,active
CUST-1178,2024-02-01,800.0,16,Starter,active
CUST-1179,2024-02-01,1920.0,16,Growth,active
CUST-1180,2024-02-01,1200.0,24,Starter,active
CUST-1181,2024-02-01,1560.0,13,Growth,active
CUST-1182,2024-02-01,2000.0,8,Scale,active
CUST-1184,2024-02-01,700.0,14,Starter,active
CUST-1186,2024-02-01,1440.0,12,Growth,active
CUST-1187,2024-02-01,350.0,7,Starter,active
CUST-1188,2024-02-01,1440.0,12,Growth,active
CUST-1189,2024-02-01,600.0,12,Starter,active
CUST-1191,2024-02-01,1800.0,15,Growth,active
CUST-1192,2024-02-01,550.0,11,Starter,active
CUST-1194,2024-02-01,500.0,10,Starter,active
CUST-1195,2024-02-01,600.0,12,Starter,active
CUST-1196,2024-02-01,5640.0,47,Growth,active
CUST-1198,2024-02-01,87250.0,349,Scale,active
CUST-1199,2024-02-01,550.0,11,Starter,active
CUST-1200,2024-02-01,1200.0,10,Growth,active
CUST-1201,2024-02-01,480.0,4,Growth,active
CUST-1202,2024-02-01,3250.0,13,Scale,active
CUST-1203,2024-02-01,720.0,6,Growth,active
CUST-1204,2024-02-01,5750.0,23,Scale,active
CUST-1205,2024-02-01,5400.0,45,Growth,active
CUST-1206,2024-02-01,2750.0,11,Scale,active
CUST-1207,2024-02-01,3960.0,33,Growth,active
CUST-1208,2024-02-01,360.0,3,Growth,active
CUST-1209,2024-02-01,1200.0,10,Growth,active
CUST-1210,2024-02-01,700.0,14,Starter,active
CUST-1211,2024-02-01,200.0,4,Starter,active
CUST-1212,2024-02-01,150.0,3,Starter,active
CUST-1213,2024-02-01,2040.0,17,Growth,active
CUST-1214,2024-02-01,600.0,12,Starter,active
CUST-1215,2024-02-01,550.0,11,Starter,active
CUST-1216,2024-02-01,480.0,4,Growth,active
CUST-1217,2024-02-01,700.0,14,Starter,active
CUST-1218,2024-02-01,8880.0,74,Growth,active
CUST-1219,2024-02-01,4560.0,38,Growth,active
CUST-1220,2024-02-01,150.0,3,Starter,active
CUST-1221,2024-02-01,2880.0,24,Growth,active
CUST-1222,2024-02-01,450.0,9,Starter,active
CUST-1223,2024-02-01,650.0,13,Starter,active
CUST-1224,2024-02-01,450.0,9,Starter,active
CUST-1225,2024-02-01,700.0,14,Starter,active
CUST-1226,2024-02-01,960.0,8,Growth,active
CUST-1227,2024-02-01,750.0,15,Starter,active
CUST-1228,2024-02-01,3450.0,69,Starter,active
CUST-1229,2024-02-01,480.0,4,Growth,active
CUST-1230,2024-02-01,750.0,15,Starter,active
CUST-1231,2024-02-01,8500.0,34,Scale,active
CUST-1232,2024-02-01,750.0,15,Starter,active
CUST-1233,2024-02-01,360.0,3,Growth,active
CUST-1234,2024-02-01,960.0,8,Growth,active
CUST-1235,2024-02-01,300.0,6,Starter,active
CUST-1236,2024-02-01,500.0,10,Starter,active
CUST-1237,2024-02-01,7440.0,62,Growth,active
CUST-1238,2024-02-01,3600.0,30,Growth,active
CUST-1239,2024-02-01,17750.0,71,Scale,active
CUST-1240,2024-02-01,150.0,3,Starter,active
CUST-1241,2024-02-01,500.0,10,Starter,active
CUST-1242,2024-02-01,700.0,14,Starter,active
CUST-1243,2024-02-01,360.0,3,Growth,active
CUST-1244,2024-02-01,250.0,5,Starter,active
CUST-1245,2024-02-01,3000.0,12,Scale,active
CUST-1246,2024-02-01,840.0,7,Growth,active
CUST-1247,2024-02-01,750.0,15,Starter,active
CUST-1248,2024-02-01,550.0,11,Starter,active
CUST-1249,2024-02-01,400.0,8,Starter,active
CUST-1250,2024-02-01,350.0,7,Starter,active
CUST-1251,2024-02-01,1680.0,14,Growth,active
CUST-1252,2024-02-01,2000.0,8,Scale,active
CUST-1253,2024-02-01,9500.0,38,Scale,active
CUST-1255,2024-02-01,7560.0,63,Growth,active
CUST-1256,2024-02-01,750.0,15,Starter,active
CUST-1258,2024-02-01,750.0,15,Starter,active
CUST-1259,2024-02-01,55750.0,223,Scale,active
CUST-1260,2024-02-01,350.0,7,Starter,active
CUST-1261,2024-02-01,1700.0,34,Starter,active
CUST-1262,2024-02-01,1800.0,15,Growth,active
CUST-1263,2024-02-01,200.0,4,Starter,active
CUST-1264,2024-02-01,700.0,14,Starter,active
CUST-1265,2024-02-01,2520.0,21,Growth,active
CUST-1266,2024-02-01,4920.0,41,Growth,active
CUST-1267,2024-02-01,250.0,5,Starter,active
CUST-1268,2024-02-01,600.0,12,Starter,active
CUST-1269,2024-02-01,300.0,6,Starter,active
CUST-1270,2024-02-01,450.0,9,Starter,active
CUST-1271,2024-02-01,450.0,9,Starter,active
CUST-1272,2024-02-01,2160.0,18,Growth,active
CUST-1273,2024-02-01,4920.0,41,Growth,active
CUST-1274,2024-02-01,1800.0,15,Growth,active
CUST-1275,2024-02-01,840.0,7,Growth,active
CUST-1276,2024-02-01,6360.0,53,Growth,active
CUST-1277,2024-02-01,350.0,7,Starter,active
CUST-1278,2024-02-01,7320.0,61,Growth,active
CUST-1001,2024-03-01,4250.0,17,Scale,active
CUST-1002,2024-03-01,3700.0,74,Starter,active
CUST-1003,2024-03-01,5760.0,48,Growth,active
CUST-1004,2024-03-01,550.0,11,Starter,active
CUST-1005,2024-03-01,97000.0,388,Scale,active
CUST-1007,2024-03-01,450.0,9,Starter,active
CUST-1009,2024-03-01,8280.0,69,Growth,active
CUST-1010,2024-03-01,600.0,5,Growth,active
CUST-1011,2024-03-01,2040.0,17,Growth,active
CUST-1012,2024-03-01,1320.0,11,Growth,active
CUST-1013,2024-03-01,400.0,8,Starter,active
CUST-1014,2024-03-01,2450.0,49,Starter,active
CUST-1015,2024-03-01,2160.0,18,Growth,active
CUST-1016,2024-03-01,650.0,13,Starter,active
CUST-1017,2024-03-01,500.0,10,Starter,active
CUST-1018,2024-03-01,350.0,7,Starter,active
CUST-1019,2024-03-01,82250.0,329,Scale,active
CUST-1020,2024-03-01,7440.0,62,Growth,active
CUST-1021,2024-03-01,650.0,13,Starter,active
CUST-1022,2024-03-01,8040.0,67,Growth,active
CUST-1024,2024-03-01,450.0,9,Starter,active
CUST-1025,2024-03-01,300.0,6,Starter,active
CUST-1026,2024-03-01,5280.0,44,Growth,active
CUST-1027,2024-03-01,750.0,15,Starter,active
CUST-1028,2024-03-01,960.0,8,Growth,active
CUST-1029,2024-03-01,250.0,5,Starter,active
CUST-1030,2024-03-01,600.0,12,Starter,active
CUST-1032,2024-03-01,720.0,6,Growth,active
CUST-1033,2024-03-01,480.0,4,Growth,active
CUST-1036,2024-03-01,1100.0,22,Starter,active
CUST-1037,2024-03-01,720.0,6,Growth,active
CUST-1039,2024-03-01,350.0,7,Starter,active
CUST-1040,2024-03-01,3150.0,63,Starter,active
CUST-1041,2024-03-01,350.0,7,Starter,active
CUST-1042,2024-03-01,1100.0,22,Starter,active
CUST-1043,2024-03-01,300.0,6,Starter,active
CUST-1044,2024-03-01,2700.0,54,Starter,active
CUST-1045,2024-03-01,750.0,15,Starter,active
CUST-1046,2024-03-01,450.0,9,Starter,active
CUST-1047,2024-03-01,1800.0,15,Growth,active
CUST-1048,2024-03-01,360.0,3,Growth,active
CUST-1049,2024-03-01,6000.0,50,Growth,active
CUST-1050,2024-03-01,200.0,4,Starter,active
CUST-1051,2024-03-01,600.0,12,Starter,active
CUST-1052,2024-03-01,300.0,6,Starter,active
CUST-1054,2024-03-01,2160.0,18,Growth,active
CUST-1056,2024-03-01,500.0,10,Starter,active
CUST-1057,2024-03-01,300.0,6,Starter,active
CUST-1058,2024-03-01,350.0,7,Starter,active
CUST-1059,2024-03-01,7320.0,61,Growth,active
CUST-1060,2024-03-01,700.0,14,Starter,active
CUST-1061,2024-03-01,5400.0,45,Growth,active
CUST-1063,2024-03-01,59250.0,237,Scale,active
CUST-1064,2024-03-01,750.0,15,Starter,active
CUST-1065,2024-03-01,550.0,11,Starter,active
CUST-1066,2024-03-01,1560.0,13,Growth,active
CUST-1067,2024-03-01,750.0,15,Starter,active
CUST-1068,2024-03-01,4200.0,35,Growth,active
CUST-1069,2024-03-01,1200.0,10,Growth,active
CUST-1071,2024-03-01,53250.0,213,Scale,active
