snapshot_date,opportunity_id,stage_at_snapshot,amount,forecast_category,expected_close_date
2024-07-01,OPP-02546,Renewal Discussion,36000.0,Best Case,2024-08-23
2024-07-01,OPP-02548,Renewal Discussion,7800.0,Best Case,2024-08-19
2024-07-01,OPP-02550,Negotiation,220800.0,Commit,2024-08-15
2024-07-01,OPP-02552,Negotiation,3600.0,Commit,2024-08-10
2024-07-01,OPP-02554,Renewal Discussion,8400.0,Best Case,2024-08-24
2024-07-01,OPP-02555,Renewal Discussion,6000.0,Best Case,2024-08-15
2024-07-01,OPP-02557,Negotiation,102240.0,Commit,2024-08-14
2024-07-01,OPP-02559,Renewal Discussion,10200.0,Best Case,2024-08-21
2024-07-01,OPP-02561,Renewal Discussion,8640.0,Best Case,2024-08-05
2024-07-01,OPP-02563,Renewal Discussion,96480.0,Best Case,2024-08-24
2024-07-01,OPP-03040,Expansion Discussion,14400.0,Best Case,2024-07-15
2024-07-01,OPP-03041,Expansion Discussion,5760.0,Best Case,2024-07-15
2024-07-01,OPP-03042,Expansion Discussion,600.0,Best Case,2024-07-15
2024-07-01,OPP-03043,Expansion Discussion,1200.0,Best Case,2024-07-15
2024-07-01,OPP-03044,Expansion Discussion,6000.0,Best Case,2024-07-15
2024-07-01,OPP-03045,Expansion Discussion,4320.0,Best Case,2024-07-15
2024-07-01,OPP-03046,Expansion Discussion,600.0,Best Case,2024-08-15
2024-07-01,OPP-03047,Expansion Discussion,11520.0,Best Case,2024-08-15
2024-07-01,OPP-03050,Expansion Discussion,2880.0,Best Case,2024-08-15
2024-07-01,OPP-03051,Expansion Discussion,600.0,Best Case,2024-08-15
2024-07-01,OPP-03052,Expansion Discussion,11520.0,Best Case,2024-08-15
2024-07-01,OPP-03053,Expansion Discussion,600.0,Best Case,2024-08-15
2024-10-01,OPP-00384,Discovery,7800.0,Pipeline,2024-10-24
2024-10-01,OPP-00385,Negotiation,5400.0,Commit,2024-10-07
2024-10-01,OPP-00386,Proof of Concept,4320.0,Best Case,2024-10-13
2024-10-01,OPP-00387,Negotiation,4800.0,Commit,2024-10-09
2024-10-01,OPP-00388,Qualification,6000.0,Pipeline,2024-10-22
2024-10-01,OPP-00389,Negotiation,1800.0,Commit,2024-10-16
2024-10-01,OPP-00390,Negotiation,2400.0,Commit,2024-10-13
2024-10-01,OPP-00391,Negotiation,17280.0,Commit,2024-10-08
2024-10-01,OPP-00392,Negotiation,138000.0,Commit,2024-10-07
2024-10-01,OPP-00393,Proof of Concept,9000.0,Best Case,2024-10-11
2024-10-01,OPP-00394,Proof of Concept,15840.0,Best Case,2024-10-16
2024-10-01,OPP-00395,Negotiation,29400.0,Commit,2024-10-18
2024-10-01,OPP-00396,Negotiation,8640.0,Commit,2024-10-26
2024-10-01,OPP-00397,Negotiation,729000.0,Commit,2024-10-14
2024-10-01,OPP-00398,Proof of Concept,10080.0,Best Case,2024-10-23
2024-10-01,OPP-00399,Negotiation,7200.0,Commit,2024-10-09
2024-10-01,OPP-00400,Negotiation,4200.0,Commit,2024-10-02
2024-10-01,OPP-00401,Negotiation,12960.0,Commit,2024-10-05
2024-10-01,OPP-00402,Proof of Concept,21600.0,Best Case,2024-10-21
2024-10-01,OPP-00403,Proof of Concept,90720.0,Best Case,2024-11-16
2024-10-01,OPP-00404,Proof of Concept,23040.0,Best Case,2024-11-02
2024-10-01,OPP-00405,Qualification,24000.0,Pipeline,2024-11-08
2024-10-01,OPP-00406,Negotiation,73440.0,Commit,2024-11-10
2024-10-01,OPP-00408,Discovery,3600.0,Pipeline,2024-11-19
2024-10-01,OPP-00410,Proof of Concept,95040.0,Best Case,2024-11-10
2024-10-01,OPP-00411,Proof of Concept,469440.0,Best Case,2024-11-13
2024-10-01,OPP-00413,Proof of Concept,10200.0,Best Case,2024-11-12
2024-10-01,OPP-00416,Qualification,5760.0,Pipeline,2024-11-06
2024-10-01,OPP-00417,Proof of Concept,61920.0,Best Case,2024-11-26
2024-10-01,OPP-00421,Proof of Concept,87840.0,Best Case,2024-11-06
2024-10-01,OPP-00423,Discovery,5760.0,Pipeline,2024-11-07
2024-10-01,OPP-00424,Negotiation,8400.0,Commit,2024-11-04
2024-10-01,OPP-00425,Discovery,3600.0,Pipeline,2024-11-04
2024-10-01,OPP-00438,Qualification,151200.0,Pipeline,2024-12-21
2024-10-01,OPP-00445,Proof of Concept,429000.0,Best Case,2025-01-18
2024-10-01,OPP-00839,Proof of Concept,35589.0,Best Case,2024-12-03
2024-10-01,OPP-00847,Qualification,225857.0,Pipeline,2025-01-03
2024-10-01,OPP-00882,Qualification,201466.0,Pipeline,2024-10-10
2024-10-01,OPP-00901,Proof of Concept,118110.0,Best Case,2024-10-06
2024-10-01,OPP-00907,Qualification,30753.0,Pipeline,2024-10-17
2024-10-01,OPP-00929,Qualification,142996.0,Pipeline,2024-10-21
2024-10-01,OPP-00946,Discovery,15449.0,Pipeline,2024-11-09
2024-10-01,OPP-00971,Proof of Concept,176448.0,Best Case,2024-10-08
2024-10-01,OPP-01071,Proof of Concept,217993.0,Best Case,2024-11-01
2024-10-01,OPP-01080,Qualification,92218.0,Pipeline,2024-10-02
2024-10-01,OPP-01111,Proof of Concept,108511.0,Best Case,2025-01-15
2024-10-01,OPP-01121,Negotiation,229661.0,Commit,2024-10-14
2024-10-01,OPP-01123,Qualification,178616.0,Pipeline,2024-10-22
2024-10-01,OPP-01125,Discovery,28812.0,Pipeline,2024-10-02
2024-10-01,OPP-01129,Proof of Concept,201031.0,Best Case,2024-10-03
2024-10-01,OPP-01174,Discovery,92562.0,Pipeline,2024-10-18
2024-10-01,OPP-01201,Proof of Concept,136578.0,Best Case,2024-10-18
2024-10-01,OPP-01214,Proof of Concept,71872.0,Best Case,2024-10-21
2024-10-01,OPP-01283,Qualification,111045.0,Pipeline,2024-10-10
2024-10-01,OPP-01308,Qualification,229216.0,Pipeline,2024-10-07
2024-10-01,OPP-01328,Discovery,212801.0,Pipeline,2024-10-24
2024-10-01,OPP-01444,Qualification,78807.0,Pipeline,2024-10-11
2024-10-01,OPP-01452,Discovery,134012.0,Pipeline,2024-10-06
2024-10-01,OPP-01458,Discovery,99292.0,Pipeline,2024-10-09
2024-10-01,OPP-01479,Qualification,162233.0,Pipeline,2024-10-20
2024-10-01,OPP-01483,Qualification,79960.0,Pipeline,2024-10-20
2024-10-01,OPP-01489,Proof of Concept,137296.0,Best Case,2024-10-23
2024-10-01,OPP-01508,Negotiation,24858.0,Commit,2024-10-02
2024-10-01,OPP-01536,Negotiation,213494.0,Commit,2024-10-10
2024-10-01,OPP-01545,Discovery,194182.0,Pipeline,2024-12-02
2024-10-01,OPP-01591,Qualification,121213.0,Pipeline,2024-10-09
2024-10-01,OPP-01607,Proof of Concept,120455.0,Best Case,2024-10-20
2024-10-01,OPP-01618,Discovery,121772.0,Pipeline,2024-11-23
2024-10-01,OPP-01644,Qualification,74463.0,Pipeline,2024-10-17
2024-10-01,OPP-01693,Proof of Concept,100233.0,Best Case,2024-10-04
2024-10-01,OPP-01694,Discovery,223820.0,Pipeline,2024-11-11
2024-10-01,OPP-01701,Proof of Concept,160459.0,Best Case,2024-10-29
2024-10-01,OPP-01720,Discovery,76109.0,Pipeline,2025-03-03
2024-10-01,OPP-01771,Proof of Concept,43608.0,Best Case,2024-10-15
2024-10-01,OPP-01787,Discovery,40776.0,Pipeline,2024-11-15
2024-10-01,OPP-01789,Proof of Concept,47911.0,Best Case,2024-10-24
2024-10-01,OPP-01796,Discovery,58892.0,Pipeline,2024-10-29
2024-10-01,OPP-01816,Qualification,39554.0,Pipeline,2024-10-15
2024-10-01,OPP-01834,Qualification,61698.0,Pipeline,2024-11-28
2024-10-01,OPP-01837,Proof of Concept,97391.0,Best Case,2024-10-15
2024-10-01,OPP-01851,Proof of Concept,152563.0,Best Case,2024-10-12
2024-10-01,OPP-01877,Proof of Concept,79770.0,Best Case,2024-10-08
2024-10-01,OPP-01879,Discovery,77122.0,Pipeline,2024-12-08
2024-10-01,OPP-01885,Discovery,9973.0,Pipeline,2024-10-23
2024-10-01,OPP-01907,Qualification,163240.0,Pipeline,2024-10-07
2024-10-01,OPP-01938,Proof of Concept,192802.0,Best Case,2024-10-12
2024-10-01,OPP-01996,Qualification,229359.0,Pipeline,2024-11-20
2024-10-01,OPP-02003,Proof of Concept,123951.0,Best Case,2024-10-14
2024-10-01,OPP-02011,Qualification,62492.0,Pipeline,2024-10-05
2024-10-01,OPP-02041,Proof of Concept,156216.0,Best Case,2024-10-08
2024-10-01,OPP-02059,Discovery,200124.0,Pipeline,2024-10-06
2024-10-01,OPP-02065,Proof of Concept,136971.0,Best Case,2024-10-08
2024-10-01,OPP-02208,Qualification,174079.0,Pipeline,2024-10-12
2024-10-01,OPP-02211,Proof of Concept,186134.0,Best Case,2024-10-08
2024-10-01,OPP-02215,Qualification,204252.0,Pipeline,2024-10-13
2024-10-01,OPP-02235,Discovery,54754.0,Pipeline,2024-10-27
2024-10-01,OPP-02247,Proof of Concept,131005.0,Best Case,2024-10-21
2024-10-01,OPP-02260,Proof of Concept,71786.0,Best Case,2024-12-06
2024-10-01,OPP-02263,Qualification,215916.0,Pipeline,2024-10-03
2024-10-01,OPP-02598,Negotiation,9600.0,Commit,2024-10-27
2024-10-01,OPP-02600,Negotiation,31680.0,Commit,2024-10-21
2024-10-01,OPP-02602,Renewal Discussion,14400.0,Best Case,2024-10-26
2024-10-01,OPP-02604,Negotiation,18720.0,Commit,2024-10-06
2024-10-01,OPP-02606,Negotiation,24000.0,Commit,2024-10-08
2024-10-01,OPP-02608,Renewal Discussion,8400.0,Best Case,2024-10-15
2024-10-01,OPP-02609,Negotiation,17280.0,Commit,2024-10-21
2024-10-01,OPP-02611,Renewal Discussion,5400.0,Best Case,2024-10-26
2024-10-01,OPP-02613,Negotiation,17280.0,Commit,2024-10-16
2024-10-01,OPP-02615,Negotiation,9000.0,Commit,2024-10-12
2024-10-01,OPP-02618,Negotiation,6600.0,Commit,2024-10-08
2024-10-01,OPP-02620,Renewal Discussion,6000.0,Best Case,2024-10-20
2024-10-01,OPP-02622,Negotiation,7200.0,Commit,2024-10-24
2024-10-01,OPP-02624,Negotiation,67680.0,Commit,2024-10-24
2024-10-01,OPP-02626,Negotiation,1047000.0,Commit,2024-10-07
2024-10-01,OPP-02628,Negotiation,6600.0,Commit,2024-10-08
2024-10-01,OPP-02630,Negotiation,14400.0,Commit,2024-11-08
2024-10-01,OPP-02632,Renewal Discussion,5760.0,Best Case,2024-11-23
2024-10-01,OPP-02634,Renewal Discussion,39000.0,Best Case,2024-11-08
2024-10-01,OPP-02636,Renewal Discussion,8640.0,Best Case,2024-11-27
2024-10-01,OPP-02638,Renewal Discussion,76320.0,Best Case,2024-11-15
2024-10-01,OPP-02640,Negotiation,33000.0,Commit,2024-11-01
2024-10-01,OPP-02642,Negotiation,47520.0,Commit,2024-11-13
2024-10-01,OPP-02644,Renewal Discussion,4320.0,Best Case,2024-11-19
2024-10-01,OPP-02646,Renewal Discussion,14400.0,Best Case,2024-11-22
2024-10-01,OPP-02647,Renewal Discussion,8400.0,Best Case,2024-11-09
2024-10-01,OPP-02648,Negotiation,3000.0,Commit,2024-11-12
2024-10-01,OPP-02650,Renewal Discussion,1800.0,Best Case,2024-11-01
2024-10-01,OPP-02652,Negotiation,24480.0,Commit,2024-11-03
2024-10-01,OPP-02653,Negotiation,5400.0,Commit,2024-11-15
2024-10-01,OPP-02654,Negotiation,6600.0,Commit,2024-11-21
2024-10-01,OPP-02656,Renewal Discussion,5760.0,Best Case,2024-11-02
2024-10-01,OPP-02657,Renewal Discussion,8400.0,Best Case,2024-11-11
2024-10-01,OPP-02659,Negotiation,106560.0,Commit,2024-11-13
2024-10-01,OPP-02661,Renewal Discussion,54720.0,Best Case,2024-11-23
2024-10-01,OPP-02663,Renewal Discussion,1800.0,Best Case,2024-11-17
2024-10-01,OPP-02665,Negotiation,5400.0,Commit,2024-11-23
2024-10-01,OPP-03067,Expansion Discussion,129000.0,Best Case,2024-10-15
2024-10-01,OPP-03068,Expansion Discussion,2880.0,Best Case,2024-10-15
2024-10-01,OPP-03069,Expansion Discussion,1440.0,Best Case,2024-10-15
2024-10-01,OPP-03070,Expansion Discussion,2400.0,Best Case,2024-10-15
2024-10-01,OPP-03071,Expansion Discussion,1440.0,Best Case,2024-10-15
2024-10-01,OPP-03073,Expansion Discussion,7200.0,Best Case,2024-11-15
2024-10-01,OPP-03077,Expansion Discussion,600.0,Best Case,2024-11-15
2024-10-01,OPP-03078,Expansion Discussion,1200.0,Best Case,2024-11-15
2024-10-01,OPP-03079,Expansion Discussion,11520.0,Best Case,2024-11-15
2024-10-01,OPP-03080,Expansion Discussion,81000.0,Best Case,2024-11-15
2024-10-01,OPP-03082,Expansion Discussion,1200.0,Best Case,2024-11-15
2024-10-01,OPP-03083,Expansion Discussion,177000.0,Best Case,2024-11-15
2024-10-01,OPP-03084,Expansion Discussion,1440.0,Best Case,2024-11-15
2024-10-01,OPP-03086,Expansion Discussion,21000.0,Best Case,2024-11-15
2024-10-01,OPP-03087,Expansion Discussion,5400.0,Best Case,2024-11-15
2025-01-01,OPP-00444,Negotiation,1800.0,Commit,2025-01-13
2025-01-01,OPP-00445,Negotiation,429000.0,Commit,2025-01-18
2025-01-01,OPP-00446,Proof of Concept,79200.0,Best Case,2025-01-16
2025-01-01,OPP-00447,Proof of Concept,57000.0,Best Case,2025-01-14
2025-01-01,OPP-00448,Qualification,4320.0,Pipeline,2025-01-17
2025-01-01,OPP-00449,Negotiation,7800.0,Commit,2025-01-05
2025-01-01,OPP-00450,Negotiation,6000.0,Commit,2025-01-18
2025-01-01,OPP-00451,Negotiation,102240.0,Commit,2025-01-06
2025-01-01,OPP-00452,Proof of Concept,3000.0,Best Case,2025-01-24
2025-01-01,OPP-00453,Proof of Concept,77760.0,Best Case,2025-01-13
2025-01-01,OPP-00454,Proof of Concept,7800.0,Best Case,2025-01-12
2025-01-01,OPP-00455,Negotiation,8400.0,Commit,2025-01-18
2025-01-01,OPP-00456,Proof of Concept,4320.0,Best Case,2025-01-23
2025-01-01,OPP-00457,Negotiation,97920.0,Commit,2025-01-03
2025-01-01,OPP-00458,Proof of Concept,3600.0,Best Case,2025-01-22
2025-01-01,OPP-00459,Qualification,4200.0,Pipeline,2025-01-22
2025-01-01,OPP-00460,Proof of Concept,66000.0,Best Case,2025-02-13
2025-01-01,OPP-00462,Proof of Concept,6600.0,Best Case,2025-02-19
2025-01-01,OPP-00463,Proof of Concept,2400.0,Best Case,2025-02-05
2025-01-01,OPP-00465,Proof of Concept,3600.0,Best Case,2025-02-04
2025-01-01,OPP-00466,Proof of Concept,9000.0,Best Case,2025-02-19
2025-01-01,OPP-00467,Discovery,11400.0,Pipeline,2025-02-21
2025-01-01,OPP-00468,Qualification,3600.0,Pipeline,2025-02-08
2025-01-01,OPP-00471,Proof of Concept,33120.0,Best Case,2025-02-07
2025-01-01,OPP-00490,Qualification,5400.0,Pipeline,2025-03-01
2025-01-01,OPP-00491,Discovery,2400.0,Pipeline,2025-03-04
2025-01-01,OPP-00495,Discovery,59040.0,Pipeline,2025-04-08
2025-01-01,OPP-00523,Proof of Concept,83520.0,Best Case,2025-05-06
2025-01-01,OPP-00529,Discovery,42600.0,Pipeline,2025-05-02
2025-01-01,OPP-00672,Qualification,25949.0,Pipeline,2025-12-11
2025-01-01,OPP-00673,Proof of Concept,177577.0,Best Case,2025-12-11
2025-01-01,OPP-00685,Qualification,184641.0,Pipeline,2025-12-11
2025-01-01,OPP-00706,Proof of Concept,166692.0,Best Case,2025-12-19
2025-01-01,OPP-00708,Negotiation,81137.0,Commit,2025-12-11
2025-01-01,OPP-00724,Qualification,201103.0,Pipeline,2025-12-19
2025-01-01,OPP-00725,Negotiation,236735.0,Commit,2025-12-11
2025-01-01,OPP-00745,Negotiation,14449.0,Commit,2025-12-11
2025-01-01,OPP-00759,Proof of Concept,241631.0,Best Case,2025-12-19
2025-01-01,OPP-00773,Discovery,101440.0,Pipeline,2025-12-11
2025-01-01,OPP-00776,Qualification,117347.0,Pipeline,2025-12-11
2025-01-01,OPP-00821,Qualification,118835.0,Pipeline,2025-01-23
2025-01-01,OPP-00847,Proof of Concept,225857.0,Best Case,2025-01-03
2025-01-01,OPP-00853,Discovery,231009.0,Pipeline,2025-01-29
2025-01-01,OPP-00859,Discovery,88031.0,Pipeline,2025-02-10
2025-01-01,OPP-00889,Discovery,229877.0,Pipeline,2025-01-11
2025-01-01,OPP-00925,Discovery,125023.0,Pipeline,2025-01-07
2025-01-01,OPP-00935,Discovery,80157.0,Pipeline,2025-01-16
2025-01-01,OPP-00939,Qualification,185771.0,Pipeline,2025-01-16
2025-01-01,OPP-00967,Discovery,27790.0,Pipeline,2025-01-07
2025-01-01,OPP-01015,Qualification,86653.0,Pipeline,2025-01-08
2025-01-01,OPP-01022,Discovery,110429.0,Pipeline,2025-01-02
2025-01-01,OPP-01085,Discovery,77482.0,Pipeline,2025-02-04
2025-01-01,OPP-01098,Qualification,26953.0,Pipeline,2025-01-12
2025-01-01,OPP-01111,Proof of Concept,108511.0,Best Case,2025-01-15
2025-01-01,OPP-01113,Qualification,154868.0,Pipeline,2025-01-02
2025-01-01,OPP-01152,Proof of Concept,146384.0,Best Case,2025-01-28
2025-01-01,OPP-01193,Proof of Concept,47859.0,Best Case,2025-02-15
2025-01-01,OPP-01213,Proof of Concept,53315.0,Best Case,2025-01-14
2025-01-01,OPP-01215,Discovery,49047.0,Pipeline,2025-04-19
2025-01-01,OPP-01244,Proof of Concept,173325.0,Best Case,2025-01-28
2025-01-01,OPP-01260,Proof of Concept,140815.0,Best Case,2025-02-17
2025-01-01,OPP-01281,Qualification,172157.0,Pipeline,2025-01-04
2025-01-01,OPP-01291,Qualification,179582.0,Pipeline,2025-01-24
2025-01-01,OPP-01320,Qualification,233231.0,Pipeline,2025-01-05
2025-01-01,OPP-01323,Discovery,53505.0,Pipeline,2025-01-04
2025-01-01,OPP-01324,Qualification,159091.0,Pipeline,2025-01-12
2025-01-01,OPP-01332,Qualification,150265.0,Pipeline,2025-03-17
2025-01-01,OPP-01348,Discovery,211274.0,Pipeline,2025-01-06
2025-01-01,OPP-01357,Discovery,104706.0,Pipeline,2025-01-03
2025-01-01,OPP-01360,Proof of Concept,138456.0,Best Case,2025-01-10
2025-01-01,OPP-01401,Proof of Concept,77907.0,Best Case,2025-01-17
2025-01-01,OPP-01417,Proof of Concept,232923.0,Best Case,2025-01-23
2025-01-01,OPP-01419,Discovery,157291.0,Pipeline,2025-01-08
2025-01-01,OPP-01446,Discovery,50824.0,Pipeline,2025-01-14
2025-01-01,OPP-01477,Qualification,82592.0,Pipeline,2025-01-07
2025-01-01,OPP-01494,Proof of Concept,235531.0,Best Case,2025-06-08
2025-01-01,OPP-01505,Discovery,202013.0,Pipeline,2025-02-28
2025-01-01,OPP-01547,Proof of Concept,23989.0,Best Case,2025-02-02
2025-01-01,OPP-01564,Proof of Concept,247179.0,Best Case,2025-01-22
2025-01-01,OPP-01570,Discovery,7803.0,Pipeline,2025-01-16
2025-01-01,OPP-01572,Qualification,62251.0,Pipeline,2025-02-18
2025-01-01,OPP-01624,Proof of Concept,96685.0,Best Case,2025-01-11
2025-01-01,OPP-01663,Proof of Concept,125553.0,Best Case,2025-02-21
2025-01-01,OPP-01679,Proof of Concept,246476.0,Best Case,2025-02-13
2025-01-01,OPP-01706,Qualification,170827.0,Pipeline,2025-03-14
2025-01-01,OPP-01720,Negotiation,76109.0,Commit,2025-03-03
2025-01-01,OPP-01730,Proof of Concept,143970.0,Best Case,2025-01-03
2025-01-01,OPP-01763,Discovery,105318.0,Pipeline,2025-01-02
2025-01-01,OPP-01782,Discovery,240121.0,Pipeline,2025-01-13
2025-01-01,OPP-01856,Negotiation,239658.0,Commit,2025-01-10
2025-01-01,OPP-01864,Qualification,194415.0,Pipeline,2025-03-15
2025-01-01,OPP-01917,Proof of Concept,239963.0,Best Case,2025-01-04
2025-01-01,OPP-01927,Proof of Concept,64198.0,Best Case,2025-01-15
2025-01-01,OPP-01964,Discovery,13976.0,Pipeline,2025-03-19
2025-01-01,OPP-01999,Proof of Concept,149360.0,Best Case,2025-02-03
2025-01-01,OPP-02016,Proof of Concept,119585.0,Best Case,2025-01-16
2025-01-01,OPP-02029,Proof of Concept,186056.0,Best Case,2025-02-13
2025-01-01,OPP-02054,Qualification,34015.0,Pipeline,2025-01-20
2025-01-01,OPP-02062,Negotiation,209215.0,Commit,2025-01-08
2025-01-01,OPP-02066,Discovery,84364.0,Pipeline,2025-02-19
2025-01-01,OPP-02088,Qualification,169093.0,Pipeline,2025-01-23
2025-01-01,OPP-02117,Proof of Concept,11315.0,Best Case,2025-03-27
2025-01-01,OPP-02142,Proof of Concept,200136.0,Best Case,2025-01-14
2025-01-01,OPP-02167,Discovery,94946.0,Pipeline,2025-01-27
2025-01-01,OPP-02198,Qualification,35941.0,Pipeline,2025-01-13
2025-01-01,OPP-02259,Qualification,248054.0,Pipeline,2025-01-22
2025-01-01,OPP-02301,Discovery,7246.0,Pipeline,2025-01-22
2025-01-01,OPP-02317,Negotiation,51000.0,Commit,2025-01-19
2025-01-01,OPP-02320,Negotiation,73440.0,Commit,2025-01-12
2025-01-01,OPP-02322,Negotiation,6600.0,Commit,2025-01-05
2025-01-01,OPP-02324,Negotiation,1164000.0,Commit,2025-01-06
2025-01-01,OPP-02326,Negotiation,6000.0,Commit,2025-01-04
2025-01-01,OPP-02328,Negotiation,99360.0,Commit,2025-01-08
2025-01-01,OPP-02330,Negotiation,7200.0,Commit,2025-01-22
2025-01-01,OPP-02334,Negotiation,4800.0,Commit,2025-01-12
2025-01-01,OPP-02336,Negotiation,29400.0,Commit,2025-01-24
2025-01-01,OPP-02338,Renewal Discussion,25920.0,Best Case,2025-01-18
2025-01-01,OPP-02340,Negotiation,7200.0,Commit,2025-01-21
2025-01-01,OPP-02342,Negotiation,6000.0,Commit,2025-01-19
2025-01-01,OPP-02344,Negotiation,4200.0,Commit,2025-01-26
2025-01-01,OPP-02346,Negotiation,1116000.0,Commit,2025-02-08
2025-01-01,OPP-02349,Renewal Discussion,7800.0,Best Case,2025-02-16
2025-01-01,OPP-02351,Negotiation,96480.0,Commit,2025-02-09
2025-01-01,OPP-02354,Renewal Discussion,5400.0,Best Case,2025-02-22
2025-01-01,OPP-02357,Negotiation,63360.0,Commit,2025-02-19
2025-01-01,OPP-02359,Renewal Discussion,9000.0,Best Case,2025-02-09
2025-01-01,OPP-02361,Renewal Discussion,11520.0,Best Case,2025-02-15
2025-01-01,OPP-02363,Renewal Discussion,3000.0,Best Case,2025-02-18
2025-01-01,OPP-02365,Negotiation,7200.0,Commit,2025-02-07
2025-01-01,OPP-02367,Negotiation,10080.0,Commit,2025-02-05
2025-01-01,OPP-02369,Renewal Discussion,5760.0,Best Case,2025-02-21
2025-01-01,OPP-02694,Negotiation,4320.0,Commit,2025-01-27
2025-01-01,OPP-02695,Negotiation,3000.0,Commit,2025-01-04
2025-01-01,OPP-02696,Negotiation,10080.0,Commit,2025-01-06
2025-01-01,OPP-02697,Negotiation,9000.0,Commit,2025-01-15
2025-01-01,OPP-02698,Negotiation,6600.0,Commit,2025-01-22
2025-01-01,OPP-02699,Negotiation,4800.0,Commit,2025-01-04
2025-01-01,OPP-02700,Negotiation,4200.0,Commit,2025-01-07
2025-01-01,OPP-02701,Renewal Discussion,20160.0,Best Case,2025-01-18
2025-01-01,OPP-02702,Negotiation,24000.0,Commit,2025-01-13
2025-01-01,OPP-02703,Negotiation,90720.0,Commit,2025-01-13
2025-01-01,OPP-02704,Negotiation,9000.0,Commit,2025-01-06
2025-01-01,OPP-02705,Negotiation,669000.0,Commit,2025-01-13
2025-01-01,OPP-02706,Renewal Discussion,4200.0,Best Case,2025-01-16
2025-01-01,OPP-02707,Negotiation,20400.0,Commit,2025-02-05
2025-01-01,OPP-02708,Renewal Discussion,21600.0,Best Case,2025-02-24
2025-01-01,OPP-02709,Negotiation,2400.0,Commit,2025-02-06
2025-01-01,OPP-02710,Negotiation,8400.0,Commit,2025-02-14
2025-01-01,OPP-02712,Renewal Discussion,61920.0,Best Case,2025-02-04
2025-01-01,OPP-02713,Renewal Discussion,3000.0,Best Case,2025-02-12
2025-01-01,OPP-02714,Negotiation,8400.0,Commit,2025-02-23
2025-01-01,OPP-02715,Renewal Discussion,3600.0,Best Case,2025-02-27
2025-01-01,OPP-02716,Negotiation,5400.0,Commit,2025-02-07
2025-01-01,OPP-02717,Renewal Discussion,25920.0,Best Case,2025-02-25
2025-01-01,OPP-02718,Renewal Discussion,59040.0,Best Case,2025-02-18
2025-01-01,OPP-02719,Renewal Discussion,21600.0,Best Case,2025-02-10
2025-01-01,OPP-02720,Renewal Discussion,10080.0,Best Case,2025-02-04
2025-01-01,OPP-02721,Renewal Discussion,76320.0,Best Case,2025-02-16
2025-01-01,OPP-02722,Negotiation,4200.0,Commit,2025-02-15
2025-01-01,OPP-02723,Negotiation,72000.0,Commit,2025-02-22
2025-01-01,OPP-03104,Expansion Discussion,1200.0,Best Case,2025-01-15
2025-01-01,OPP-03105,Expansion Discussion,5760.0,Best Case,2025-01-15
2025-01-01,OPP-03106,Expansion Discussion,119520.0,Best Case,2025-01-15
2025-01-01,OPP-03107,Expansion Discussion,8640.0,Best Case,2025-01-15
2025-01-01,OPP-03108,Expansion Discussion,8640.0,Best Case,2025-01-15
2025-01-01,OPP-03109,Expansion Discussion,17280.0,Best Case,2025-01-15
2025-01-01,OPP-03110,Expansion Discussion,6000.0,Best Case,2025-01-15
2025-01-01,OPP-03111,Expansion Discussion,30000.0,Best Case,2025-01-15
2025-01-01,OPP-03112,Expansion Discussion,1200.0,Best Case,2025-01-15
2025-01-01,OPP-03113,Expansion Discussion,3000.0,Best Case,2025-01-15
2025-01-01,OPP-03114,Expansion Discussion,600.0,Best Case,2025-01-15
2025-01-01,OPP-03116,Expansion Discussion,600.0,Best Case,2025-02-15
2025-01-01,OPP-03117,Expansion Discussion,4320.0,Best Case,2025-02-15
2025-01-01,OPP-03118,Expansion Discussion,10080.0,Best Case,2025-02-15
2025-01-01,OPP-03120,Expansion Discussion,600.0,Best Case,2025-02-15
2025-01-01,OPP-03122,Expansion Discussion,9000.0,Best Case,2025-02-15
2025-01-01,OPP-03124,Expansion Discussion,600.0,Best Case,2025-02-15
2025-01-01,OPP-03125,Expansion Discussion,147000.0,Best Case,2025-02-15
2025-01-01,OPP-03126,Expansion Discussion,600.0,Best Case,2025-02-15
2025-01-01,OPP-03129,Expansion Discussion,1200.0,Best Case,2025-02-15
2025-01-01,OPP-03131,Expansion Discussion,150000.0,Best Case,2025-02-15
2025-01-01,OPP-03133,Expansion Discussion,5760.0,Best Case,2025-02-15
2025-01-01,OPP-03134,Expansion Discussion,1440.0,Best Case,2025-02-15
2025-04-01,OPP-00493,Negotiation,97920.0,Commit,2025-04-27
2025-04-01,OPP-00494,Negotiation,1800.0,Commit,2025-04-09
2025-04-01,OPP-00495,Negotiation,59040.0,Commit,2025-04-08
2025-04-01,OPP-00496,Proof of Concept,7200.0,Best Case,2025-04-09
2025-04-01,OPP-00497,Negotiation,38880.0,Commit,2025-04-23
2025-04-01,OPP-00498,Proof of Concept,20160.0,Best Case,2025-04-14
2025-04-01,OPP-00499,Negotiation,4200.0,Commit,2025-04-15
2025-04-01,OPP-00500,Negotiation,8640.0,Commit,2025-04-11
2025-04-01,OPP-00501,Negotiation,5760.0,Commit,2025-04-16
2025-04-01,OPP-00503,Negotiation,6000.0,Commit,2025-04-19
2025-04-01,OPP-00504,Negotiation,4200.0,Commit,2025-04-04
2025-04-01,OPP-00505,Proof of Concept,4200.0,Best Case,2025-04-12
