opportunity_id,customer_id,account_name,segment,acquisition_channel,owner_rep_id,opportunity_type,created_date,close_date,amount,current_stage,status
OPP-00435,CUST-1534,Cobalt Solutions,SMB,Event/Conference,REP-05,new_business,2024-12-05,2024-12-22,3000.0,Closed Won,closed_won
OPP-00436,CUST-1535,Glide Logic,SMB,Outbound Sales,REP-01,new_business,2024-11-27,2024-12-27,3000.0,Closed Won,closed_won
OPP-00437,CUST-1536,Lattice Partners,SMB,Outbound Sales,REP-04,new_business,2024-11-15,2024-12-04,7800.0,Closed Won,closed_won
OPP-00438,CUST-1537,Helix Systems,Enterprise,Event/Conference,REP-08,new_business,2024-08-31,2024-12-21,151200.0,Closed Won,closed_won
OPP-00439,CUST-1538,North Group,SMB,Inbound Marketing,REP-09,new_business,2024-11-03,2024-12-15,8400.0,Closed Won,closed_won
OPP-00440,CUST-1540,Plinth Digital,SMB,Inbound Marketing,REP-03,new_business,2024-11-11,2024-12-05,3600.0,Closed Won,closed_won
OPP-00441,CUST-1541,Anvil Partners,SMB,Partner Referral,REP-03,new_business,2024-11-12,2024-12-26,3600.0,Closed Won,closed_won
OPP-00442,CUST-1543,Halcyon Logic,SMB,Outbound Sales,REP-08,new_business,2024-10-07,2024-12-02,3000.0,Closed Won,closed_won
OPP-00443,CUST-1544,Mosaic Cloud,SMB,Outbound Sales,REP-06,new_business,2024-11-27,2024-12-17,1800.0,Closed Won,closed_won
OPP-00444,CUST-1545,Mosaic Industries,SMB,Inbound Marketing,REP-04,new_business,2024-11-13,2025-01-13,1800.0,Closed Won,closed_won
OPP-00445,CUST-1546,Plinth Holdings,Enterprise,Outbound Sales,REP-07,new_business,2024-07-06,2025-01-18,429000.0,Closed Won,closed_won
OPP-00446,CUST-1547,Citron Works,Mid-Market,Outbound Sales,REP-07,new_business,2024-12-14,2025-01-16,79200.0,Closed Won,closed_won
OPP-00447,CUST-1548,Halcyon Holdings,Mid-Market,Outbound Sales,REP-02,new_business,2024-10-20,2025-01-14,57000.0,Closed Won,closed_won
OPP-00448,CUST-1551,Marlin Dynamics,SMB,Outbound Sales,REP-12,new_business,2024-12-02,2025-01-17,4320.0,Closed Won,closed_won
OPP-00449,CUST-1552,Reverb Works,SMB,Outbound Sales,REP-05,new_business,2024-12-07,2025-01-05,7800.0,Closed Won,closed_won
OPP-00450,CUST-1553,Anvil Dynamics,SMB,Outbound Sales,REP-04,new_business,2024-12-04,2025-01-18,6000.0,Closed Won,closed_won
OPP-00451,CUST-1554,Reverb Systems,Mid-Market,Inbound Marketing,REP-05,new_business,2024-10-20,2025-01-06,102240.0,Closed Won,closed_won
OPP-00452,CUST-1555,Cobalt Works,SMB,Event/Conference,REP-09,new_business,2024-12-06,2025-01-24,3000.0,Closed Won,closed_won
OPP-00453,CUST-1556,Marlin Systems,Mid-Market,Partner Referral,REP-01,new_business,2024-10-09,2025-01-13,77760.0,Closed Won,closed_won
OPP-00454,CUST-1557,Quantum Logic,SMB,Outbound Sales,REP-08,new_business,2024-11-29,2025-01-12,7800.0,Closed Won,closed_won
OPP-00455,CUST-1558,Helix Systems,SMB,Inbound Marketing,REP-05,new_business,2024-10-29,2025-01-18,8400.0,Closed Won,closed_won
OPP-00456,CUST-1559,Citron Solutions,SMB,Outbound Sales,REP-01,new_business,2024-12-17,2025-01-23,4320.0,Closed Won,closed_won
OPP-00457,CUST-1560,Plinth Solutions,Mid-Market,Inbound Marketing,REP-06,new_business,2024-10-12,2025-01-03,97920.0,Closed Won,closed_won
OPP-00458,CUST-1561,Mosaic Solutions,SMB,Outbound Sales,REP-12,new_business,2024-10-30,2025-01-22,3600.0,Closed Won,closed_won
OPP-00459,CUST-1562,Anvil Dynamics,SMB,Inbound Marketing,REP-05,new_business,2024-12-06,2025-01-22,4200.0,Closed Won,closed_won
OPP-00460,CUST-1563,Anvil Labs,Mid-Market,Event/Conference,REP-02,new_business,2024-11-19,2025-02-13,66000.0,Closed Won,closed_won
OPP-00461,CUST-1564,Reverb Logic,SMB,Outbound Sales,REP-04,new_business,2025-01-13,2025-02-26,2400.0,Closed Won,closed_won
OPP-00462,CUST-1566,Vector Dynamics,SMB,Event/Conference,REP-01,new_business,2024-12-20,2025-02-19,6600.0,Closed Won,closed_won
OPP-00463,CUST-1567,Halcyon Industries,SMB,Inbound Marketing,REP-07,new_business,2024-12-08,2025-02-05,2400.0,Closed Won,closed_won
OPP-00464,CUST-1568,Lattice Network,SMB,Outbound Sales,REP-10,new_business,2025-01-31,2025-02-22,3600.0,Closed Won,closed_won
OPP-00465,CUST-1569,Marlin Industries,SMB,Outbound Sales,REP-11,new_business,2024-12-12,2025-02-04,3600.0,Closed Won,closed_won
OPP-00466,CUST-1570,North Logic,SMB,Event/Conference,REP-04,new_business,2024-12-09,2025-02-19,9000.0,Closed Won,closed_won
OPP-00467,CUST-1571,North Dynamics,Mid-Market,Event/Conference,REP-07,new_business,2024-12-31,2025-02-21,11400.0,Closed Won,closed_won
OPP-00468,CUST-1572,Mosaic Dynamics,SMB,Event/Conference,REP-02,new_business,2024-12-08,2025-02-08,3600.0,Closed Won,closed_won
OPP-00469,CUST-1574,Lattice Labs,SMB,Outbound Sales,REP-09,new_business,2025-01-14,2025-02-14,6000.0,Closed Won,closed_won
OPP-00470,CUST-1575,Quantum Digital,SMB,Event/Conference,REP-09,new_business,2025-01-07,2025-02-27,7800.0,Closed Won,closed_won
OPP-00471,CUST-1576,Apex Labs,Mid-Market,Partner Referral,REP-05,new_business,2024-11-13,2025-02-07,33120.0,Closed Won,closed_won
OPP-00472,CUST-1577,Helix Industries,SMB,Partner Referral,REP-07,new_business,2025-02-09,2025-02-19,33000.0,Closed Won,closed_won
OPP-00473,CUST-1578,Beacon Industries,SMB,Outbound Sales,REP-09,new_business,2025-01-19,2025-02-20,21600.0,Closed Won,closed_won
OPP-00474,CUST-1579,Mosaic Systems,SMB,Event/Conference,REP-12,new_business,2025-01-08,2025-02-14,7800.0,Closed Won,closed_won
OPP-00475,CUST-1581,Helix Industries,SMB,Outbound Sales,REP-11,new_business,2025-02-14,2025-03-19,5400.0,Closed Won,closed_won
OPP-00476,CUST-1582,Anvil Partners,SMB,Outbound Sales,REP-08,new_business,2025-02-18,2025-03-16,4800.0,Closed Won,closed_won
OPP-00477,CUST-1583,Glide Dynamics,Mid-Market,Event/Conference,REP-01,new_business,2025-01-15,2025-03-26,67680.0,Closed Won,closed_won
OPP-00478,CUST-1584,Beacon Systems,SMB,Outbound Sales,REP-05,new_business,2025-02-19,2025-03-17,1800.0,Closed Won,closed_won
OPP-00479,CUST-1585,Vector Group,Mid-Market,Inbound Marketing,REP-01,new_business,2025-02-09,2025-03-21,39600.0,Closed Won,closed_won
OPP-00480,CUST-1586,Mosaic Labs,SMB,Inbound Marketing,REP-04,new_business,2025-01-30,2025-03-15,1800.0,Closed Won,closed_won
OPP-00481,CUST-1587,Cobalt Systems,SMB,Outbound Sales,REP-02,new_business,2025-02-08,2025-03-19,21600.0,Closed Won,closed_won
OPP-00482,CUST-1588,Citron Dynamics,SMB,Inbound Marketing,REP-05,new_business,2025-02-05,2025-03-04,6600.0,Closed Won,closed_won
OPP-00483,CUST-1589,Vector Group,SMB,Outbound Sales,REP-06,new_business,2025-01-30,2025-03-08,8640.0,Closed Won,closed_won
OPP-00484,CUST-1590,Lattice Works,Mid-Market,Inbound Marketing,REP-07,new_business,2025-01-07,2025-03-22,102000.0,Closed Won,closed_won
OPP-00485,CUST-1591,Lattice Holdings,SMB,Inbound Marketing,REP-01,new_business,2025-02-08,2025-03-24,14400.0,Closed Won,closed_won
OPP-00486,CUST-1592,North Logic,SMB,Outbound Sales,REP-03,new_business,2025-02-03,2025-03-19,9000.0,Closed Won,closed_won
OPP-00487,CUST-1593,North Works,SMB,Inbound Marketing,REP-05,new_business,2025-01-31,2025-03-02,3000.0,Closed Won,closed_won
OPP-00488,CUST-1594,Vector Holdings,SMB,Inbound Marketing,REP-07,new_business,2025-01-07,2025-03-02,7200.0,Closed Won,closed_won
OPP-00489,CUST-1595,Lattice Co,Mid-Market,Event/Conference,REP-04,new_business,2025-01-13,2025-03-26,43200.0,Closed Won,closed_won
OPP-00490,CUST-1597,North Logic,SMB,Outbound Sales,REP-02,new_business,2024-12-28,2025-03-01,5400.0,Closed Won,closed_won
OPP-00491,CUST-1598,Stratus Labs,SMB,Partner Referral,REP-03,new_business,2024-12-29,2025-03-04,2400.0,Closed Won,closed_won
OPP-00492,CUST-1599,Citron Holdings,SMB,Inbound Marketing,REP-01,new_business,2025-02-01,2025-03-16,17280.0,Closed Won,closed_won
OPP-00493,CUST-1601,Apex Solutions,Mid-Market,Inbound Marketing,REP-06,new_business,2025-01-26,2025-04-27,97920.0,Closed Won,closed_won
OPP-00494,CUST-1602,Apex Works,SMB,Outbound Sales,REP-06,new_business,2025-01-06,2025-04-09,1800.0,Closed Won,closed_won
OPP-00495,CUST-1603,Cobalt Labs,Mid-Market,Inbound Marketing,REP-05,new_business,2025-01-01,2025-04-08,59040.0,Closed Won,closed_won
OPP-00496,CUST-1604,North Digital,SMB,Outbound Sales,REP-06,new_business,2025-03-18,2025-04-09,7200.0,Closed Won,closed_won
OPP-00497,CUST-1605,Anvil Dynamics,Mid-Market,Event/Conference,REP-05,new_business,2025-02-01,2025-04-23,38880.0,Closed Won,closed_won
OPP-00498,CUST-1606,Vector Industries,SMB,Outbound Sales,REP-12,new_business,2025-03-09,2025-04-14,20160.0,Closed Won,closed_won
OPP-00499,CUST-1607,Plinth Cloud,SMB,Inbound Marketing,REP-02,new_business,2025-03-09,2025-04-15,4200.0,Closed Won,closed_won
OPP-00500,CUST-1608,Quantum Systems,SMB,Inbound Marketing,REP-06,new_business,2025-03-08,2025-04-11,8640.0,Closed Won,closed_won
OPP-00501,CUST-1609,Glide Solutions,SMB,Partner Referral,REP-03,new_business,2025-03-14,2025-04-16,5760.0,Closed Won,closed_won
OPP-00502,CUST-1610,Lattice Systems,SMB,Outbound Sales,REP-01,new_business,2025-02-20,2025-04-01,4800.0,Closed Won,closed_won
OPP-00503,CUST-1611,Helix Industries,SMB,Inbound Marketing,REP-02,new_business,2025-02-06,2025-04-19,6000.0,Closed Won,closed_won
OPP-00504,CUST-1612,Lattice Industries,SMB,Inbound Marketing,REP-08,new_business,2025-02-08,2025-04-04,4200.0,Closed Won,closed_won
OPP-00505,CUST-1613,North Cloud,SMB,Partner Referral,REP-07,new_business,2025-03-11,2025-04-12,4200.0,Closed Won,closed_won
OPP-00506,CUST-1614,Stratus Co,Mid-Market,Outbound Sales,REP-01,new_business,2025-02-21,2025-04-20,24480.0,Closed Won,closed_won
OPP-00507,CUST-1615,Quantum Cloud,Mid-Market,Inbound Marketing,REP-08,new_business,2025-01-08,2025-04-08,51000.0,Closed Won,closed_won
OPP-00508,CUST-1616,Citron Digital,SMB,Outbound Sales,REP-06,new_business,2025-02-16,2025-04-27,8400.0,Closed Won,closed_won
OPP-00509,CUST-1617,Vector Digital,SMB,Outbound Sales,REP-07,new_business,2025-03-13,2025-04-19,4800.0,Closed Won,closed_won
OPP-00510,CUST-1618,Apex Works,Mid-Market,Event/Conference,REP-03,new_business,2025-01-03,2025-04-20,9600.0,Closed Won,closed_won
OPP-00511,CUST-1619,Cobalt Cloud,SMB,Outbound Sales,REP-09,new_business,2025-02-19,2025-04-15,11520.0,Closed Won,closed_won
OPP-00512,CUST-1620,Citron Solutions,Mid-Market,Inbound Marketing,REP-12,new_business,2025-02-13,2025-04-24,97920.0,Closed Won,closed_won
OPP-00513,CUST-1621,Cobalt Group,SMB,Outbound Sales,REP-05,new_business,2025-03-16,2025-05-02,5400.0,Closed Won,closed_won
OPP-00514,CUST-1623,Beacon Partners,SMB,Partner Referral,REP-06,new_business,2025-04-05,2025-05-05,4200.0,Closed Won,closed_won
OPP-00515,CUST-1624,Plinth Systems,Mid-Market,Event/Conference,REP-12,new_business,2025-02-22,2025-05-20,28800.0,Closed Won,closed_won
OPP-00516,CUST-1625,Reverb Group,Enterprise,Outbound Sales,REP-02,new_business,2025-02-15,2025-05-16,178560.0,Closed Won,closed_won
OPP-00517,CUST-1626,Helix Labs,SMB,Inbound Marketing,REP-08,new_business,2025-03-26,2025-05-21,4200.0,Closed Won,closed_won
OPP-00518,CUST-1627,Tessera Solutions,SMB,Event/Conference,REP-03,new_business,2025-04-14,2025-05-19,1800.0,Closed Won,closed_won
OPP-00519,CUST-1628,North Labs,Mid-Market,Partner Referral,REP-07,new_business,2025-03-05,2025-05-18,50400.0,Closed Won,closed_won
OPP-00520,CUST-1631,Mosaic Digital,Mid-Market,Partner Referral,REP-03,new_business,2025-03-22,2025-05-09,63360.0,Closed Won,closed_won
OPP-00521,CUST-1632,Citron Industries,SMB,Inbound Marketing,REP-07,new_business,2025-04-14,2025-05-11,4800.0,Closed Won,closed_won
OPP-00522,CUST-1633,Lattice Holdings,Mid-Market,Event/Conference,REP-01,new_business,2025-02-05,2025-05-16,96000.0,Closed Won,closed_won
OPP-00523,CUST-1634,Halcyon Logic,Mid-Market,Inbound Marketing,REP-03,new_business,2024-11-19,2025-05-06,83520.0,Closed Won,closed_won
OPP-00524,CUST-1635,Reverb Labs,Mid-Market,Outbound Sales,REP-05,new_business,2025-01-04,2025-05-16,46080.0,Closed Won,closed_won
OPP-00525,CUST-1636,Tessera Solutions,SMB,Outbound Sales,REP-06,new_business,2025-03-18,2025-05-07,20160.0,Closed Won,closed_won
OPP-00526,CUST-1637,Beacon Labs,SMB,Event/Conference,REP-08,new_business,2025-04-16,2025-05-16,9000.0,Closed Won,closed_won
OPP-00527,CUST-1638,Mosaic Co,Mid-Market,Inbound Marketing,REP-03,new_business,2025-02-13,2025-05-12,77760.0,Closed Won,closed_won
OPP-00528,CUST-1639,Vector Digital,SMB,Event/Conference,REP-07,new_business,2025-04-24,2025-05-27,5760.0,Closed Won,closed_won
OPP-00529,CUST-1640,Citron Network,Mid-Market,Partner Referral,REP-08,new_business,2024-12-27,2025-05-02,42600.0,Closed Won,closed_won
OPP-00530,CUST-1641,Mosaic Partners,SMB,Event/Conference,REP-03,new_business,2025-05-13,2025-06-11,6000.0,Closed Won,closed_won
OPP-00531,CUST-1642,Cobalt Holdings,SMB,Outbound Sales,REP-10,new_business,2025-05-03,2025-06-27,11520.0,Closed Won,closed_won
OPP-00532,CUST-1643,Lattice Network,SMB,Inbound Marketing,REP-01,new_business,2025-04-26,2025-06-20,6600.0,Closed Won,closed_won
OPP-00533,CUST-1644,Glide Solutions,SMB,Outbound Sales,REP-06,new_business,2025-05-08,2025-06-10,3000.0,Closed Won,closed_won
OPP-00534,CUST-1645,Stratus Holdings,Mid-Market,Outbound Sales,REP-01,new_business,2025-04-14,2025-06-13,77760.0,Closed Won,closed_won
OPP-00535,CUST-1646,Citron Logic,SMB,Event/Conference,REP-07,new_business,2025-05-14,2025-06-18,21600.0,Closed Won,closed_won
OPP-00536,CUST-1647,Citron Cloud,SMB,Outbound Sales,REP-06,new_business,2025-05-11,2025-06-14,21600.0,Closed Won,closed_won
OPP-00537,CUST-1649,Plinth Network,Enterprise,Event/Conference,REP-07,new_business,2025-02-03,2025-06-14,240000.0,Closed Won,closed_won
OPP-00538,CUST-1650,Cobalt Logic,Mid-Market,Outbound Sales,REP-06,new_business,2025-04-29,2025-06-25,47520.0,Closed Won,closed_won
OPP-00539,CUST-1651,Quantum Works,SMB,Event/Conference,REP-07,new_business,2025-05-20,2025-06-21,7200.0,Closed Won,closed_won
OPP-00540,CUST-1652,Anvil Cloud,Mid-Market,Inbound Marketing,REP-02,new_business,2025-03-22,2025-06-11,87840.0,Closed Won,closed_won
OPP-00541,CUST-1653,Cobalt Network,SMB,Inbound Marketing,REP-11,new_business,2025-05-03,2025-06-08,11520.0,Closed Won,closed_won
OPP-00542,CUST-1654,Reverb Partners,Mid-Market,Outbound Sales,REP-11,new_business,2025-03-27,2025-06-13,21000.0,Closed Won,closed_won
OPP-00543,CUST-1655,Vector Works,Mid-Market,Event/Conference,REP-02,new_business,2025-03-22,2025-06-08,80640.0,Closed Won,closed_won
OPP-00544,CUST-1656,Quantum Logic,SMB,Event/Conference,REP-01,new_business,2025-05-24,2025-06-14,5400.0,Closed Won,closed_won
OPP-00545,CUST-1657,Citron Co,SMB,Outbound Sales,REP-06,new_business,2025-05-08,2025-06-09,4800.0,Closed Won,closed_won
OPP-00546,CUST-1658,Quantum Network,SMB,Partner Referral,REP-01,new_business,2025-04-29,2025-06-10,8400.0,Closed Won,closed_won
OPP-00547,CUST-1659,Quantum Network,Enterprise,Partner Referral,REP-04,new_business,2025-03-01,2025-06-13,449280.0,Closed Won,closed_won
OPP-00548,CUST-1660,Marlin Systems,SMB,Event/Conference,REP-12,new_business,2025-06-05,2025-06-25,6600.0,Closed Won,closed_won
OPP-00549,CUST-1661,Cobalt Co,SMB,Event/Conference,REP-01,new_business,2025-05-28,2025-07-12,7800.0,Closed Won,closed_won
OPP-00550,CUST-1662,Citron Industries,Mid-Market,Outbound Sales,REP-04,new_business,2025-03-02,2025-07-14,25920.0,Closed Won,closed_won
OPP-00551,CUST-1663,Tessera Solutions,SMB,Event/Conference,REP-06,new_business,2025-05-19,2025-07-02,4800.0,Closed Won,closed_won
OPP-00552,CUST-1664,Lattice Digital,SMB,Outbound Sales,REP-04,new_business,2025-06-14,2025-07-21,10080.0,Closed Won,closed_won
OPP-00553,CUST-1665,Citron Systems,SMB,Outbound Sales,REP-08,new_business,2025-05-30,2025-07-03,8400.0,Closed Won,closed_won
OPP-00554,CUST-1666,Anvil Holdings,Mid-Market,Outbound Sales,REP-04,new_business,2025-05-18,2025-07-25,57600.0,Closed Won,closed_won
OPP-00555,CUST-1667,Beacon Works,SMB,Outbound Sales,REP-07,new_business,2025-05-24,2025-07-06,4200.0,Closed Won,closed_won
OPP-00556,CUST-1668,Lattice Labs,SMB,Inbound Marketing,REP-02,new_business,2025-06-22,2025-07-20,4200.0,Closed Won,closed_won
OPP-00557,CUST-1669,Lattice Logic,Mid-Market,Event/Conference,REP-07,new_business,2025-04-18,2025-07-16,102240.0,Closed Won,closed_won
OPP-00558,CUST-1670,Cobalt Works,Mid-Market,Outbound Sales,REP-04,new_business,2025-05-29,2025-07-20,25920.0,Closed Won,closed_won
OPP-00559,CUST-1671,Beacon Dynamics,SMB,Inbound Marketing,REP-08,new_business,2025-05-31,2025-07-17,14400.0,Closed Won,closed_won
OPP-00560,CUST-1672,Halcyon Digital,SMB,Outbound Sales,REP-05,new_business,2025-06-14,2025-07-07,1800.0,Closed Won,closed_won
OPP-00561,CUST-1673,Halcyon Cloud,SMB,Outbound Sales,REP-06,new_business,2025-06-09,2025-07-12,1800.0,Closed Won,closed_won
OPP-00562,CUST-1674,Quantum Industries,SMB,Partner Referral,REP-07,new_business,2025-05-30,2025-07-03,3600.0,Closed Won,closed_won
OPP-00563,CUST-1675,Helix Solutions,SMB,Inbound Marketing,REP-09,new_business,2025-06-22,2025-07-24,17280.0,Closed Won,closed_won
OPP-00564,CUST-1676,Halcyon Dynamics,Mid-Market,Event/Conference,REP-08,new_business,2025-05-30,2025-07-11,108000.0,Closed Won,closed_won
OPP-00565,CUST-1677,Tessera Network,Mid-Market,Inbound Marketing,REP-08,new_business,2025-05-11,2025-07-14,70560.0,Closed Won,closed_won
OPP-00566,CUST-1679,Marlin Co,Mid-Market,Event/Conference,REP-06,new_business,2025-06-20,2025-07-16,126000.0,Closed Won,closed_won
OPP-00567,CUST-1680,Mosaic Network,Enterprise,Outbound Sales,REP-09,new_business,2025-03-19,2025-07-26,387000.0,Closed Won,closed_won
OPP-00568,CUST-1681,North Works,SMB,Outbound Sales,REP-11,new_business,2025-07-10,2025-08-14,18720.0,Closed Won,closed_won
OPP-00569,CUST-1682,Helix Cloud,SMB,Event/Conference,REP-12,new_business,2025-06-23,2025-08-16,7200.0,Closed Won,closed_won
OPP-00570,CUST-1683,Beacon Group,SMB,Inbound Marketing,REP-05,new_business,2025-06-18,2025-08-13,15840.0,Closed Won,closed_won
OPP-00571,CUST-1684,Reverb Holdings,SMB,Event/Conference,REP-05,new_business,2025-07-07,2025-08-05,3600.0,Closed Won,closed_won
OPP-00572,CUST-1685,Glide Partners,SMB,Outbound Sales,REP-01,new_business,2025-07-01,2025-08-22,4800.0,Closed Won,closed_won
OPP-00573,CUST-1686,Reverb Dynamics,SMB,Partner Referral,REP-05,new_business,2025-06-10,2025-08-10,10080.0,Closed Won,closed_won
OPP-00574,CUST-1688,Anvil Dynamics,Enterprise,Outbound Sales,REP-05,new_business,2025-05-29,2025-08-08,966000.0,Closed Won,closed_won
OPP-00575,CUST-1689,Anvil Group,SMB,Event/Conference,REP-04,new_business,2025-07-06,2025-08-04,12960.0,Closed Won,closed_won
OPP-00576,CUST-1690,Quantum Works,SMB,Inbound Marketing,REP-01,new_business,2025-07-24,2025-08-23,7200.0,Closed Won,closed_won
OPP-00577,CUST-1691,North Logic,SMB,Partner Referral,REP-10,new_business,2025-08-02,2025-08-12,15840.0,Closed Won,closed_won
OPP-00578,CUST-1692,North Labs,SMB,Inbound Marketing,REP-12,new_business,2025-07-14,2025-08-08,1800.0,Closed Won,closed_won
OPP-00579,CUST-1693,Anvil Partners,SMB,Partner Referral,REP-04,new_business,2025-07-22,2025-08-22,8640.0,Closed Won,closed_won
OPP-00580,CUST-1694,Stratus Digital,SMB,Outbound Sales,REP-08,new_business,2025-07-17,2025-08-09,2400.0,Closed Won,closed_won
OPP-00581,CUST-1695,Stratus Co,SMB,Partner Referral,REP-10,new_business,2025-07-31,2025-08-21,15840.0,Closed Won,closed_won
OPP-00582,CUST-1697,Mosaic Dynamics,Mid-Market,Partner Referral,REP-12,new_business,2025-06-15,2025-08-17,57600.0,Closed Won,closed_won
OPP-00583,CUST-1698,North Solutions,SMB,Inbound Marketing,REP-01,new_business,2025-07-05,2025-08-27,5400.0,Closed Won,closed_won
OPP-00584,CUST-1699,Apex Co,SMB,Partner Referral,REP-12,new_business,2025-07-04,2025-08-18,5400.0,Closed Won,closed_won
OPP-00585,CUST-1701,Stratus Co,SMB,Outbound Sales,REP-08,new_business,2025-08-16,2025-09-11,8400.0,Closed Won,closed_won
OPP-00586,CUST-1702,Apex Labs,Mid-Market,Inbound Marketing,REP-09,new_business,2025-06-30,2025-09-12,40320.0,Closed Won,closed_won
OPP-00587,CUST-1703,Citron Group,SMB,Partner Referral,REP-04,new_business,2025-08-14,2025-09-26,3000.0,Closed Won,closed_won
OPP-00588,CUST-1704,Beacon Network,SMB,Partner Referral,REP-05,new_business,2025-07-22,2025-09-04,6000.0,Closed Won,closed_won
OPP-00589,CUST-1705,Helix Labs,SMB,Outbound Sales,REP-12,new_business,2025-07-16,2025-09-12,33000.0,Closed Won,closed_won
OPP-00590,CUST-1706,Anvil Holdings,SMB,Inbound Marketing,REP-01,new_business,2025-08-19,2025-09-15,21600.0,Closed Won,closed_won
OPP-00591,CUST-1707,Apex Network,SMB,Event/Conference,REP-02,new_business,2025-08-05,2025-09-27,6000.0,Closed Won,closed_won
OPP-00592,CUST-1708,Citron Industries,SMB,Outbound Sales,REP-10,new_business,2025-08-07,2025-09-14,9000.0,Closed Won,closed_won
OPP-00593,CUST-1709,Glide Works,Mid-Market,Partner Referral,REP-11,new_business,2025-04-25,2025-09-11,24480.0,Closed Won,closed_won
OPP-00594,CUST-1710,Citron Works,SMB,Event/Conference,REP-12,new_business,2025-07-14,2025-09-07,7200.0,Closed Won,closed_won
OPP-00595,CUST-1711,Tessera Network,SMB,Event/Conference,REP-07,new_business,2025-08-07,2025-09-15,12960.0,Closed Won,closed_won
OPP-00596,CUST-1712,Stratus Systems,SMB,Event/Conference,REP-05,new_business,2025-08-13,2025-09-15,5400.0,Closed Won,closed_won
OPP-00597,CUST-1713,Cobalt Logic,SMB,Inbound Marketing,REP-09,new_business,2025-08-30,2025-09-12,7800.0,Closed Won,closed_won
OPP-00598,CUST-1714,Plinth Logic,SMB,Event/Conference,REP-11,new_business,2025-07-24,2025-09-09,8400.0,Closed Won,closed_won
OPP-00599,CUST-1715,Mosaic Co,Mid-Market,Outbound Sales,REP-09,new_business,2025-03-23,2025-09-15,162000.0,Closed Won,closed_won
OPP-00600,CUST-1716,Beacon Group,SMB,Inbound Marketing,REP-05,new_business,2025-07-26,2025-09-13,5400.0,Closed Won,closed_won
OPP-00601,CUST-1717,Mosaic Systems,SMB,Outbound Sales,REP-07,new_business,2025-07-23,2025-09-06,9000.0,Closed Won,closed_won
OPP-00602,CUST-1718,Apex Cloud,SMB,Event/Conference,REP-03,new_business,2025-08-09,2025-09-21,6000.0,Closed Won,closed_won
OPP-00603,CUST-1719,Halcyon Solutions,SMB,Inbound Marketing,REP-05,new_business,2025-07-24,2025-09-26,15840.0,Closed Won,closed_won
OPP-00604,CUST-1720,Apex Labs,SMB,Event/Conference,REP-03,new_business,2025-08-26,2025-09-19,4320.0,Closed Won,closed_won
OPP-00605,CUST-1721,Anvil Group,SMB,Outbound Sales,REP-02,new_business,2025-08-10,2025-10-08,9000.0,Closed Won,closed_won
OPP-00606,CUST-1722,Quantum Co,SMB,Outbound Sales,REP-08,new_business,2025-08-12,2025-10-02,2400.0,Closed Won,closed_won
OPP-00607,CUST-1723,Marlin Systems,SMB,Inbound Marketing,REP-12,new_business,2025-08-29,2025-10-03,6000.0,Closed Won,closed_won
OPP-00608,CUST-1724,Apex Co,SMB,Inbound Marketing,REP-04,new_business,2025-07-24,2025-10-11,1800.0,Closed Won,closed_won
OPP-00609,CUST-1725,Stratus Logic,SMB,Outbound Sales,REP-10,new_business,2025-08-26,2025-10-02,3000.0,Closed Won,closed_won
OPP-00610,CUST-1726,Stratus Solutions,Enterprise,Event/Conference,REP-12,new_business,2025-05-19,2025-10-15,681000.0,Closed Won,closed_won
OPP-00611,CUST-1727,Glide Holdings,SMB,Outbound Sales,REP-11,new_business,2025-08-21,2025-10-03,6600.0,Closed Won,closed_won
OPP-00612,CUST-1729,Stratus Systems,SMB,Outbound Sales,REP-07,new_business,2025-09-24,2025-10-05,7800.0,Closed Won,closed_won
OPP-00613,CUST-1730,North Dynamics,SMB,Outbound Sales,REP-01,new_business,2025-08-28,2025-10-15,14400.0,Closed Won,closed_won
OPP-00614,CUST-1731,Lattice Solutions,SMB,Outbound Sales,REP-10,new_business,2025-09-07,2025-10-03,9000.0,Closed Won,closed_won
OPP-00615,CUST-1732,Mosaic Logic,SMB,Inbound Marketing,REP-08,new_business,2025-09-02,2025-10-20,7200.0,Closed Won,closed_won
OPP-00616,CUST-1733,Stratus Partners,SMB,Partner Referral,REP-02,new_business,2025-08-15,2025-10-25,6600.0,Closed Won,closed_won
OPP-00617,CUST-1734,Stratus Industries,SMB,Inbound Marketing,REP-01,new_business,2025-08-14,2025-10-02,4200.0,Closed Won,closed_won
OPP-00618,CUST-1735,Citron Solutions,Mid-Market,Inbound Marketing,REP-02,new_business,2025-08-16,2025-10-12,99360.0,Closed Won,closed_won
OPP-00619,CUST-1736,Vector Group,Mid-Market,Inbound Marketing,REP-11,new_business,2025-07-13,2025-10-18,33120.0,Closed Won,closed_won
OPP-00620,CUST-1738,Reverb Works,Mid-Market,Event/Conference,REP-08,new_business,2025-07-17,2025-10-09,60480.0,Closed Won,closed_won
OPP-00621,CUST-1739,Cobalt Co,Mid-Market,Event/Conference,REP-06,new_business,2025-06-08,2025-10-05,86400.0,Closed Won,closed_won
OPP-00622,CUST-1740,Anvil Cloud,Mid-Market,Outbound Sales,REP-02,new_business,2025-07-31,2025-10-23,31680.0,Closed Won,closed_won
OPP-00623,CUST-1741,Apex Labs,SMB,Partner Referral,REP-04,new_business,2025-07-08,2025-10-05,9000.0,Closed Won,closed_won
